name,category,price_range,estado,texto_recomendacao_limpo
espetinho do viana,marmita,cheapest,ac,espetinho do viana marmita cheapest ac
santos gourmet,brasileira,cheapest,mg,santos gourmet brasileira cheapest mg
empório adimel,doces & bolos,cheapest,sp,emporio adimel doces bolos cheapest sp
lanchonete tudo de bom,lanches,cheapest,sp,lanchonete tudo de bom lanches cheapest sp
karen lanches e feijoada,marmita,cheapest,sp,karen lanches e feijoada marmita cheapest sp
am/pm posto zagonel,mercado,cheapest,pr,am pm posto zagonel mercado cheapest pr
reis doces e açaí,marmita,cheapest,mg,reis doces e acai marmita cheapest mg
mini kalzone- centro jaraguá,lanches,cheapest,sc,mini kalzone centro jaragua lanches cheapest sc
joão e maria delicatéssen,brasileira,cheapest,ce,joao e maria delicatessen brasileira cheapest ce
gimba - scs,mercado,cheapest,sp,gimba scs mercado cheapest sp
vê salgado aí,salgados,cheapest,rj,ve salgado ai salgados cheapest rj
baratíssimo massas,italiana,cheapest,go,baratissimo massas italiana cheapest go
teka brigadeiros,doces & bolos,cheapest,sp,teka brigadeiros doces bolos cheapest sp
pratos e jantinha,brasileira,cheapest,go,pratos e jantinha brasileira cheapest go
cozinha 81,marmita,cheapest,sp,cozinha 81 marmita cheapest sp
rj pizzaria,pizza,cheapest,rj,rj pizzaria pizza cheapest rj
flash lunch,marmita,cheapest,rj,flash lunch marmita cheapest rj
catisserie gastronomia artesanal,brasileira,cheap,rj,catisserie gastronomia artesanal brasileira cheap rj
cantinho dos espetos food trailer ii,carnes,cheapest,sp,cantinho dos espetos food trailer ii carnes cheapest sp
pizzaria manda brasa,pizza,cheapest,sp,pizzaria manda brasa pizza cheapest sp
la casa de hamburguer dourados,lanches,cheapest,ms,la casa de hamburguer dourados lanches cheapest ms
passaporte do dorge,hambúrguer,cheapest,al,passaporte do dorge hamburguer cheapest al
elite do jabaquara,marmita,cheapest,sp,elite do jabaquara marmita cheapest sp
pizzaria politana,pizza,cheapest,sp,pizzaria politana pizza cheapest sp
tapiocas da andréia,brasileira,cheapest,sp,tapiocas da andreia brasileira cheapest sp
recantos bar,brasileira,cheapest,rj,recantos bar brasileira cheapest rj
caldos & cia,sopas & caldos,cheapest,pb,caldos cia sopas caldos cheapest pb
delícias da fabiola,brasileira,cheapest,rj,delicias da fabiola brasileira cheapest rj
petisco de mainha,brasileira,cheapest,ba,petisco de mainha brasileira cheapest ba
batata inglesa,lanches,cheapest,ce,batata inglesa lanches cheapest ce
da mama degust burguers & acai,lanches,cheapest,es,da mama degust burguers acai lanches cheapest es
f4 burguer,lanches,cheapest,pe,f4 burguer lanches cheapest pe
aladim esfiharia,árabe,expensive,sp,aladim esfiharia arabe expensive sp
massa fresca - massas artesanais,italiana,expensive,sp,massa fresca massas artesanais italiana expensive sp
ukai sushi house delivery,japonesa,moderate,mg,ukai sushi house delivery japonesa moderate mg
pod kombucha,bebidas,cheapest,sc,pod kombucha bebidas cheapest sc
calêndula culinária vegana,vegana,cheapest,ba,calendula culinaria vegana vegana cheapest ba
kombi do pastel nina e michel,pastel,cheapest,sp,kombi do pastel nina e michel pastel cheapest sp
carla coxinha gourmet,lanches,cheapest,sp,carla coxinha gourmet lanches cheapest sp
copacabana massas gourmet,italiana,cheap,mg,copacabana massas gourmet italiana cheap mg
cadê o docinho que estava aqui,doces & bolos,cheap,mg,cade o docinho que estava aqui doces bolos cheap mg
pastel do lula / banca lm,pastel,cheap,sp,pastel do lula banca lm pastel cheap sp
topo do açaí gourmet,lanches,cheapest,sp,topo do acai gourmet lanches cheapest sp
brigaderia da eli,doces & bolos,cheapest,ce,brigaderia da eli doces bolos cheapest ce
marmitex do exagerado's,lanches,cheapest,sc,marmitex do exagerado s lanches cheapest sc
mcdonald's - americana drive,lanches,moderate,sp,mcdonald s americana drive lanches moderate sp
lá in casa restaurante sobral,brasileira,cheapest,ce,la in casa restaurante sobral brasileira cheapest ce
j conte choperia & restaurante,brasileira,cheapest,sp,j conte choperia restaurante brasileira cheapest sp
guaraná power,lanches,cheapest,pe,guarana power lanches cheapest pe
fornalha botafogo,brasileira,cheap,rj,fornalha botafogo brasileira cheap rj
lua doce confeitaria,doces & bolos,cheapest,pe,lua doce confeitaria doces bolos cheapest pe
marmitas fit da ju,brasileira,cheapest,al,marmitas fit da ju brasileira cheapest al
multimarket - cachambi,mercado,moderate,rj,multimarket cachambi mercado moderate rj
iburger,lanches,cheapest,pa,iburger lanches cheapest pa
casa do frango assado,brasileira,cheapest,sp,casa do frango assado brasileira cheapest sp
black cat cookies,vegana,cheap,pr,black cat cookies vegana cheap pr
casa da mãe joana,bebidas,cheapest,se,casa da mae joana bebidas cheapest se
mr. pretzels - jardim sul,lanches,cheapest,sp,mr pretzels jardim sul lanches cheapest sp
açaí casa verde,açaí,cheapest,sp,acai casa verde acai cheapest sp
ponto da esfiha - veloso,salgados,cheap,sp,ponto da esfiha veloso salgados cheap sp
mm quero mais,brasileira,cheapest,mg,mm quero mais brasileira cheapest mg
mag's delicias,salgados,cheap,sc,mag s delicias salgados cheap sc
obba! açaí delivery,açaí,cheapest,sp,obba acai delivery acai cheapest sp
santa gula sorvetes,sorvetes,cheap,mt,santa gula sorvetes sorvetes cheap mt
braza espeteria e jantinhas,marmita,cheapest,go,braza espeteria e jantinhas marmita cheapest go
estação da jantinha,brasileira,cheapest,go,estacao da jantinha brasileira cheapest go
don corrêa food truck,lanches,cheap,sc,don correa food truck lanches cheap sc
bombatata,brasileira,cheapest,sp,bombatata brasileira cheapest sp
ranog - saudável e com propósito,saudável,moderate,sp,ranog saudavel e com proposito saudavel moderate sp
toque de alecrim cafeteria e soparia,brasileira,cheapest,ce,toque de alecrim cafeteria e soparia brasileira cheapest ce
acarajé da lú,lanches,cheapest,se,acaraje da lu lanches cheapest se
piracity burger,lanches,cheapest,sp,piracity burger lanches cheapest sp
k churrasco dos primos,lanches,cheapest,rs,k churrasco dos primos lanches cheapest rs
beatles burger,lanches,cheapest,mg,beatles burger lanches cheapest mg
benvinda saladas zona norte,saudável,moderate,pe,benvinda saladas zona norte saudavel moderate pe
deu fome lanchonete,lanches,cheapest,es,deu fome lanchonete lanches cheapest es
adega stop bebidas,bebidas,most_expensive,sp,adega stop bebidas bebidas most expensive sp
emporio acai frozen,lanches,cheapest,am,emporio acai frozen lanches cheapest am
churreria,doces & bolos,cheapest,mg,churreria doces bolos cheapest mg
casa do espaguete,brasileira,cheapest,mg,casa do espaguete brasileira cheapest mg
hot dog bom sabor,lanches,cheapest,sp,hot dog bom sabor lanches cheapest sp
mercadinho jf,lanches,cheapest,ce,mercadinho jf lanches cheapest ce
lanchonete e marmitaria da tata,brasileira,cheapest,sp,lanchonete e marmitaria da tata brasileira cheapest sp
restaurante ô trem bom,brasileira,cheap,sp,restaurante o trem bom brasileira cheap sp
balle strogonoff e food,brasileira,cheapest,pr,balle strogonoff e food brasileira cheapest pr
espeto avenida,carnes,cheapest,mg,espeto avenida carnes cheapest mg
jairo peixaria,peixes,expensive,mt,jairo peixaria peixes expensive mt
magic burger,lanches,cheapest,es,magic burger lanches cheapest es
léo lanches,salgados,cheapest,ac,leo lanches salgados cheapest ac
adocicou - doces artesanais,doces & bolos,cheapest,rj,adocicou doces artesanais doces bolos cheapest rj
marmitex da cris,marmita,cheapest,mg,marmitex da cris marmita cheapest mg
madruga lanches,lanches,cheapest,es,madruga lanches lanches cheapest es
sabor da sô - fragata,lanches,cheap,rs,sabor da so fragata lanches cheap rs
josi atelier gourmet,doces & bolos,moderate,sp,josi atelier gourmet doces bolos moderate sp
butique de sabores,salgados,moderate,rj,butique de sabores salgados moderate rj
burger a blue,lanches,cheapest,sp,burger a blue lanches cheapest sp
ledux patisserie,contemporânea,cheapest,sp,ledux patisserie contemporanea cheapest sp
agora vai! marmitas e doces fit,marmita,cheapest,rs,agora vai marmitas e doces fit marmita cheapest rs
d'amici,italiana,most_expensive,rj,d amici italiana most expensive rj
empório marmand comida caseira,brasileira,cheapest,go,emporio marmand comida caseira brasileira cheapest go
sabruella - pizza na pedra,pizza,moderate,rs,sabruella pizza na pedra pizza moderate rs
doceria da lili,doces & bolos,cheapest,mg,doceria da lili doces bolos cheapest mg
6 canecos rock bar,hambúrguer,cheapest,go,6 canecos rock bar hamburguer cheapest go
doce felicidade,salgados,cheapest,pe,doce felicidade salgados cheapest pe
geremia bar,brasileira,expensive,mg,geremia bar brasileira expensive mg
divino fogão - shopping união,brasileira,cheap,sp,divino fogao shopping uniao brasileira cheap sp
mr mix milk shakes várzea,sorvetes,cheapest,pe,mr mix milk shakes varzea sorvetes cheapest pe
brigaderia braga,doces & bolos,cheapest,sp,brigaderia braga doces bolos cheapest sp
kihi poke,japonesa,cheapest,sp,kihi poke japonesa cheapest sp
dom spettus grill,carnes,cheapest,pe,dom spettus grill carnes cheapest pe
açaí mais delícias,açaí,cheapest,rj,acai mais delicias acai cheapest rj
1• estacao da costela,carnes,most_expensive,sp,1 estacao da costela carnes most expensive sp
três gordos,lanches,cheapest,rj,tres gordos lanches cheapest rj
costela burguer,lanches,cheapest,sc,costela burguer lanches cheapest sc
digs alimentos saudáveis copacabana,saudável,cheap,rj,digs alimentos saudaveis copacabana saudavel cheap rj
empório da tapioca,saudável,cheapest,sp,emporio da tapioca saudavel cheapest sp
nômade steak hamburgueria,lanches,cheapest,mg,nomade steak hamburgueria lanches cheapest mg
açaiteria,lanches,cheapest,mg,acaiteria lanches cheapest mg
pedalinhos,lanches,cheap,rs,pedalinhos lanches cheap rs
steve's pizza,pizza,cheapest,sp,steve s pizza pizza cheapest sp
bar e restaurante guerreiro,brasileira,cheapest,sp,bar e restaurante guerreiro brasileira cheapest sp
fábrica de salgados leite,lanches,cheapest,go,fabrica de salgados leite lanches cheapest go
boteco do almirante,pizza,cheapest,ba,boteco do almirante pizza cheapest ba
botekyn gleba,brasileira,expensive,pr,botekyn gleba brasileira expensive pr
romano's hamburgueria,lanches,cheapest,go,romano s hamburgueria lanches cheapest go
mangiareff,brasileira,cheapest,pr,mangiareff brasileira cheapest pr
li cakes chocolateria,doces & bolos,cheapest,rn,li cakes chocolateria doces bolos cheapest rn
nutty bavarian - dom pedro i,doces & bolos,cheapest,sp,nutty bavarian dom pedro i doces bolos cheapest sp
batata mania,lanches,cheapest,pr,batata mania lanches cheapest pr
mara marmitaria,marmita,cheapest,pr,mara marmitaria marmita cheapest pr
dom hamburgueria,brasileira,cheap,ro,dom hamburgueria brasileira cheap ro
bob food delivery,pizza,cheapest,pe,bob food delivery pizza cheapest pe
açaí.com,açaí,cheapest,rn,acai com acai cheapest rn
hortifruti delivery iguassu,mercado,cheapest,pr,hortifruti delivery iguassu mercado cheapest pr
almeida burger,lanches,cheapest,ba,almeida burger lanches cheapest ba
parada do pastel,pastel,cheapest,sp,parada do pastel pastel cheapest sp
crm sushi bar,japonesa,cheap,am,crm sushi bar japonesa cheap am
prato osteria e café,italiana,most_expensive,ce,prato osteria e cafe italiana most expensive ce
hamburgueria massimo the italian burger,hambúrguer,moderate,rs,hamburgueria massimo the italian burger hamburguer moderate rs
frangao altas horas,brasileira,cheap,sp,frangao altas horas brasileira cheap sp
princesinha do crepe i,lanches,cheapest,rj,princesinha do crepe i lanches cheapest rj
tend tudo conveniencia ii,bebidas,cheapest,sc,tend tudo conveniencia ii bebidas cheapest sc
universo dos lanches,lanches,cheapest,ms,universo dos lanches lanches cheapest ms
pizzaria in bocca - delivery,pizza,expensive,ms,pizzaria in bocca delivery pizza expensive ms
caseirinhos da leuda,italiana,cheapest,sp,caseirinhos da leuda italiana cheapest sp
bem caseirinho restaurante sanduicheria,brasileira,cheapest,go,bem caseirinho restaurante sanduicheria brasileira cheapest go
exagerado,lanches,cheapest,sp,exagerado lanches cheapest sp
sabor caseiro marmitex,marmita,cheapest,ba,sabor caseiro marmitex marmita cheapest ba
tahari panquecas e salgados,brasileira,cheapest,sp,tahari panquecas e salgados brasileira cheapest sp
pediu chegou,congelados,expensive,rj,pediu chegou congelados expensive rj
befit,saudável,cheapest,sp,befit saudavel cheapest sp
delivery mamãe quero mais,marmita,cheapest,pa,delivery mamae quero mais marmita cheapest pa
black burger - pizza e sanduiches,pizza,moderate,pa,black burger pizza e sanduiches pizza moderate pa
camila garcez bolos e doces,doces & bolos,cheapest,rs,camila garcez bolos e doces doces bolos cheapest rs
caverna do artesanal,lanches,cheapest,sp,caverna do artesanal lanches cheapest sp
aloe café,cafeteria,cheapest,sp,aloe cafe cafeteria cheapest sp
sabores da beatriz,brasileira,cheapest,rj,sabores da beatriz brasileira cheapest rj
casa de bolos aconchego,doces & bolos,cheap,sp,casa de bolos aconchego doces bolos cheap sp
rei do búrguer,lanches,cheapest,sp,rei do burguer lanches cheapest sp
chiquinho sorvetes - teixeira freitas 01,sorvetes,cheapest,ba,chiquinho sorvetes teixeira freitas 01 sorvetes cheapest ba
conveniência mooca,mercado,cheap,sp,conveniencia mooca mercado cheap sp
desfrutas,saudável,cheapest,sp,desfrutas saudavel cheapest sp
confit empresa de alimentos,saudável,cheapest,pb,confit empresa de alimentos saudavel cheapest pb
jr burguer lanches e porções,lanches,cheapest,sp,jr burguer lanches e porcoes lanches cheapest sp
burger king - gov valadares shopping,lanches,cheap,mg,burger king gov valadares shopping lanches cheap mg
madame santé gávea,bebidas,cheapest,rj,madame sante gavea bebidas cheapest rj
power açai,açaí,cheapest,al,power acai acai cheapest al
t&b burguers,lanches,cheapest,sp,t b burguers lanches cheapest sp
mania acai,açaí,cheapest,rs,mania acai acai cheapest rs
adega cantareira,bebidas,cheapest,sp,adega cantareira bebidas cheapest sp
burro king,lanches,cheapest,sp,burro king lanches cheapest sp
rei da feijoada,brasileira,cheapest,rj,rei da feijoada brasileira cheapest rj
fest burguer,lanches,cheapest,ce,fest burguer lanches cheapest ce
paraiso do sabor doceria,doces & bolos,cheapest,al,paraiso do sabor doceria doces bolos cheapest al
pizza al dente delivery,pizza,cheap,ba,pizza al dente delivery pizza cheap ba
bela pedida culinária caseira,brasileira,cheapest,pr,bela pedida culinaria caseira brasileira cheapest pr
acai beat,açaí,cheapest,ba,acai beat acai cheapest ba
batata show,salgados,cheapest,mg,batata show salgados cheapest mg
restaurante ribeiro,brasileira,cheapest,ro,restaurante ribeiro brasileira cheapest ro
brontu's burguer,lanches,cheapest,am,brontu s burguer lanches cheapest am
boteco do peixe,peixes,cheap,go,boteco do peixe peixes cheap go
docineo gourmet,doces & bolos,cheapest,rs,docineo gourmet doces bolos cheapest rs
espaço culinario,brasileira,cheapest,pb,espaco culinario brasileira cheapest pb
açaí fast delivery,açaí,cheapest,rn,acai fast delivery acai cheapest rn
loka do peixe,peixes,moderate,mg,loka do peixe peixes moderate mg
chocolates lisboa,doces & bolos,cheapest,sp,chocolates lisboa doces bolos cheapest sp
manai gastronomia,brasileira,cheapest,sp,manai gastronomia brasileira cheapest sp
lanchessim,lanches,moderate,mg,lanchessim lanches moderate mg
pallatto's italian,italiana,cheapest,ms,pallatto s italian italiana cheapest ms
autore armazém e café,cafeteria,cheapest,rs,autore armazem e cafe cafeteria cheapest rs
pepper - frangos e pizzas,pizza,cheap,sp,pepper frangos e pizzas pizza cheap sp
popcorn gourmet,padaria,cheapest,sp,popcorn gourmet padaria cheapest sp
bartista's bar e restaurante,brasileira,cheapest,ba,bartista s bar e restaurante brasileira cheapest ba
rei do dog,lanches,cheap,rj,rei do dog lanches cheap rj
pizzaria saborear,pizza,cheapest,ma,pizzaria saborear pizza cheapest ma
rico sabor,brasileira,cheapest,mg,rico sabor brasileira cheapest mg
tempero nordestino,brasileira,cheapest,rj,tempero nordestino brasileira cheapest rj
restaurante fontes,brasileira,cheapest,mg,restaurante fontes brasileira cheapest mg
hot dog do pimentas,lanches,cheap,sp,hot dog do pimentas lanches cheap sp
china japa,japonesa,cheapest,ce,china japa japonesa cheapest ce
bar & bar delivery,pizza,expensive,rs,bar bar delivery pizza expensive rs
grão espresso - caruaru,cafeteria,cheapest,pe,grao espresso caruaru cafeteria cheapest pe
miamor atelier,doces & bolos,moderate,rj,miamor atelier doces bolos moderate rj
podrão burguer,lanches,cheapest,sp,podrao burguer lanches cheapest sp
drinkon delivery de bebidas e espeteria,bebidas,moderate,mg,drinkon delivery de bebidas e espeteria bebidas moderate mg
detox da gabi,saudável,moderate,al,detox da gabi saudavel moderate al
mr paulistano nossa comida de cada dia,marmita,cheapest,sp,mr paulistano nossa comida de cada dia marmita cheapest sp
belotto's coffee,cafeteria,cheapest,sp,belotto s coffee cafeteria cheapest sp
porto seguro salgaderia,salgados,cheapest,sp,porto seguro salgaderia salgados cheapest sp
açaídera,brasileira,cheapest,mg,acaidera brasileira cheapest mg
btg lanches altas horas,lanches,cheapest,sc,btg lanches altas horas lanches cheapest sc
dgusto restaurante e lanchonete,brasileira,cheapest,sp,dgusto restaurante e lanchonete brasileira cheapest sp
brooks hamburgueria araraquara,lanches,moderate,sp,brooks hamburgueria araraquara lanches moderate sp
gm fats-food,lanches,cheapest,rs,gm fats food lanches cheapest rs
a cozinha da lu,saudável,cheapest,sp,a cozinha da lu saudavel cheapest sp
hot pizza e hot dog,pizza,cheap,sp,hot pizza e hot dog pizza cheap sp
pastburg,lanches,cheapest,sp,pastburg lanches cheapest sp
el malak,brasileira,cheapest,sp,el malak brasileira cheapest sp
ki-delicia esfiha,árabe,cheap,ms,ki delicia esfiha arabe cheap ms
zé's pizzaria e lanches,pizza,moderate,pr,ze s pizzaria e lanches pizza moderate pr
padaria las vegas,padaria,cheapest,sp,padaria las vegas padaria cheapest sp
barraca do pastel master,pastel,cheapest,pr,barraca do pastel master pastel cheapest pr
alfa burger itaqua,lanches,cheapest,sp,alfa burger itaqua lanches cheapest sp
temakeria kiara sushi,japonesa,moderate,sp,temakeria kiara sushi japonesa moderate sp
sorveteria zero grau liberdade,sorvetes,cheapest,pr,sorveteria zero grau liberdade sorvetes cheapest pr
valdevino's pizzaria pizza's e batatas,pizza,cheapest,rj,valdevino s pizzaria pizza s e batatas pizza cheapest rj
coronado poke,japonesa,cheapest,pa,coronado poke japonesa cheapest pa
fatima gourmet,brasileira,cheap,sp,fatima gourmet brasileira cheap sp
pastelaria explosão de sabores,pastel,cheapest,sp,pastelaria explosao de sabores pastel cheapest sp
cozinha gourmet,brasileira,cheapest,rr,cozinha gourmet brasileira cheapest rr
mercadinho nova esperança,bebidas,moderate,mg,mercadinho nova esperanca bebidas moderate mg
adega seven lakes,bebidas,cheapest,mg,adega seven lakes bebidas cheapest mg
japesca sushi - sapucaia do sul,japonesa,cheapest,rs,japesca sushi sapucaia do sul japonesa cheapest rs
delícias d'ale mãe e filha,doces & bolos,cheapest,rs,delicias d ale mae e filha doces bolos cheapest rs
kennedy grill restaurante,brasileira,moderate,rj,kennedy grill restaurante brasileira moderate rj
champions açai,açaí,cheapest,es,champions acai acai cheapest es
cantina da mama,brasileira,cheapest,rj,cantina da mama brasileira cheapest rj
sabor de vó,marmita,cheapest,pr,sabor de vo marmita cheapest pr
spiga,brasileira,cheapest,mg,spiga brasileira cheapest mg
casinha do café restaurante e massas,italiana,cheapest,sp,casinha do cafe restaurante e massas italiana cheapest sp
salada de frutas,saudável,cheapest,pa,salada de frutas saudavel cheapest pa
tasty pizza express,pizza,cheapest,mg,tasty pizza express pizza cheapest mg
pizzaria siciliana,pizza,cheapest,sp,pizzaria siciliana pizza cheapest sp
laburg corporation,hambúrguer,cheapest,rj,laburg corporation hamburguer cheapest rj
nova assados,carnes,cheapest,sp,nova assados carnes cheapest sp
2 marias são caetano do sul,saudável,moderate,sp,2 marias sao caetano do sul saudavel moderate sp
manu gourmet,brasileira,cheapest,mg,manu gourmet brasileira cheapest mg
delícias delivery,pizza,cheapest,pa,delicias delivery pizza cheapest pa
ayane cakes,doces & bolos,cheapest,ce,ayane cakes doces bolos cheapest ce
copa pizza,pizza,moderate,rs,copa pizza pizza moderate rs
bet s burguer lanches,lanches,cheap,mg,bet s burguer lanches lanches cheap mg
tabacaria olimpus hookah,bebidas,cheapest,pr,tabacaria olimpus hookah bebidas cheapest pr
tempero do bem,brasileira,cheapest,df,tempero do bem brasileira cheapest df
ôôôh loco,açaí,cheapest,rs,oooh loco acai cheapest rs
buxixo festas,salgados,cheapest,rj,buxixo festas salgados cheapest rj
artesanal alimentação,marmita,cheapest,sp,artesanal alimentacao marmita cheapest sp
bar e restaurante dom raton,brasileira,cheapest,mg,bar e restaurante dom raton brasileira cheapest mg
hamburgo,lanches,cheapest,pe,hamburgo lanches cheapest pe
açaí no pote,açaí,cheapest,rs,acai no pote acai cheapest rs
delivery do gui,pizza,moderate,am,delivery do gui pizza moderate am
diegao lanches,açaí,cheapest,rj,diegao lanches acai cheapest rj
burger king - gilberto salomão,lanches,cheap,df,burger king gilberto salomao lanches cheap df
mete marcha hamburgueria e adega,lanches,cheap,sp,mete marcha hamburgueria e adega lanches cheap sp
bem bolado,brasileira,cheapest,ba,bem bolado brasileira cheapest ba
ki fome hamburgueria,lanches,cheapest,rj,ki fome hamburgueria lanches cheapest rj
aquarela café,cafeteria,cheapest,sc,aquarela cafe cafeteria cheapest sc
içaí - fátima,açaí,cheapest,sc,icai fatima acai cheapest sc
carne! sua loka!,lanches,cheapest,sp,carne sua loka lanches cheapest sp
truffas alves,brasileira,cheapest,sp,truffas alves brasileira cheapest sp
wilita's lanches,lanches,cheapest,rj,wilita s lanches lanches cheapest rj
espetos & grego's,brasileira,cheap,mt,espetos grego s brasileira cheap mt
caffe show,cafeteria,cheapest,pr,caffe show cafeteria cheapest pr
paixão casa da coxinha,lanches,cheapest,pr,paixao casa da coxinha lanches cheapest pr
hamburgueria houser's gourmet,brasileira,cheapest,pr,hamburgueria houser s gourmet brasileira cheapest pr
açai pernambucano,açaí,cheapest,al,acai pernambucano acai cheapest al
la belle doces artesanais,doces & bolos,cheapest,pr,la belle doces artesanais doces bolos cheapest pr
la confeitaria,brasileira,cheapest,sp,la confeitaria brasileira cheapest sp
jr deus e fiel,chinesa,cheapest,sp,jr deus e fiel chinesa cheapest sp
pastelaria central,pastel,cheapest,ba,pastelaria central pastel cheapest ba
dona felicidade,brasileira,cheapest,sp,dona felicidade brasileira cheapest sp
inativo para reforma,lanches,cheapest,sp,inativo para reforma lanches cheapest sp
churrasquinho da ísis,brasileira,cheapest,rj,churrasquinho da isis brasileira cheapest rj
estação das massas gourmet,italiana,cheapest,rj,estacao das massas gourmet italiana cheapest rj
acabou em pizza,pizza,cheapest,ce,acabou em pizza pizza cheapest ce
fundo de quintal,marmita,cheapest,go,fundo de quintal marmita cheapest go
pitstop pizzaria,pizza,cheap,ma,pitstop pizzaria pizza cheap ma
karol esfiharia e pizzaria,pizza,moderate,sp,karol esfiharia e pizzaria pizza moderate sp
vegan lovers - campinas cambuí,vegana,cheapest,sp,vegan lovers campinas cambui vegana cheapest sp
asterix o boteco,carnes,cheapest,sp,asterix o boteco carnes cheapest sp
l&c restaurante e churrascaria,carnes,cheap,rj,l c restaurante e churrascaria carnes cheap rj
dekala - doces e salgados,salgados,cheapest,sp,dekala doces e salgados salgados cheapest sp
parada do açai,açaí,cheapest,pb,parada do acai acai cheapest pb
espaço eva,brasileira,cheapest,sp,espaco eva brasileira cheapest sp
toninhos comida caseira,brasileira,cheapest,sp,toninhos comida caseira brasileira cheapest sp
bengourmet,salgados,cheapest,pa,bengourmet salgados cheapest pa
dídio pizza - jundiaí,pizza,expensive,sp,didio pizza jundiai pizza expensive sp
espetinho da hora,congelados,cheapest,sp,espetinho da hora congelados cheapest sp
dubatu,italiana,cheap,sp,dubatu italiana cheap sp
mafalda hamburgueria,lanches,expensive,pe,mafalda hamburgueria lanches expensive pe
di napoli pizzaria,pizza,cheapest,pe,di napoli pizzaria pizza cheapest pe
bom gosto delivery gourmet,brasileira,cheapest,rj,bom gosto delivery gourmet brasileira cheapest rj
açaidera,açaí,cheapest,rj,acaidera acai cheapest rj
house 13,brasileira,cheapest,ma,house 13 brasileira cheapest ma
curio burguer original,lanches,moderate,rn,curio burguer original lanches moderate rn
lanches carol mundi,lanches,cheapest,sp,lanches carol mundi lanches cheapest sp
dona nonna risotos e massas,italiana,cheap,pr,dona nonna risotos e massas italiana cheap pr
r21 bar e restaurante,brasileira,expensive,rj,r21 bar e restaurante brasileira expensive rj
planetarium pizza,pizza,cheap,rj,planetarium pizza pizza cheap rj
restaurante vila olímpica,brasileira,cheap,sp,restaurante vila olimpica brasileira cheap sp
lm lanches,lanches,cheapest,sc,lm lanches lanches cheapest sc
boby hot dogs,brasileira,cheapest,sp,boby hot dogs brasileira cheapest sp
bonacina pizzaria,pizza,cheapest,rs,bonacina pizzaria pizza cheapest rs
brow's street food,lanches,cheapest,ce,brow s street food lanches cheapest ce
kiiro sushi,japonesa,expensive,pe,kiiro sushi japonesa expensive pe
yohei sushi,japonesa,moderate,pe,yohei sushi japonesa moderate pe
jady - cachorro quente,brasileira,cheapest,pb,jady cachorro quente brasileira cheapest pb
the friteries,salgados,cheapest,pr,the friteries salgados cheapest pr
pilato's burgers (hambúrgueria),lanches,cheapest,pa,pilato s burgers hamburgueria lanches cheapest pa
frango rei,lanches,cheap,rs,frango rei lanches cheap rs
ng sanduiches,lanches,moderate,ce,ng sanduiches lanches moderate ce
danniella salgadinhos,salgados,cheapest,ms,danniella salgadinhos salgados cheapest ms
poke poke - galeria 2001,japonesa,expensive,sp,poke poke galeria 2001 japonesa expensive sp
pixandeco,brasileira,cheapest,sp,pixandeco brasileira cheapest sp
hot wings delivery,cozinha rápida,moderate,sp,hot wings delivery cozinha rapida moderate sp
du' cheff pizzaria,pizza,moderate,go,du cheff pizzaria pizza moderate go
empório das panquecas,italiana,cheap,sp,emporio das panquecas italiana cheap sp
feijuca do nel,brasileira,cheapest,pe,feijuca do nel brasileira cheapest pe
restaurante stella,brasileira,cheapest,sp,restaurante stella brasileira cheapest sp
diomama pizzaria & esfiharia,pizza,cheapest,sp,diomama pizzaria esfiharia pizza cheapest sp
sabor do meio-dia,marmita,cheapest,pr,sabor do meio dia marmita cheapest pr
conveniência rota 425,lanches,cheapest,df,conveniencia rota 425 lanches cheapest df
companhia do churrasco,carnes,cheap,sp,companhia do churrasco carnes cheap sp
bar do carlinhos,marmita,expensive,rs,bar do carlinhos marmita expensive rs
ribbon burger,lanches,cheapest,rj,ribbon burger lanches cheapest rj
mario's burger,lanches,cheap,sp,mario s burger lanches cheap sp
padaria nova plin,padaria,cheap,sp,padaria nova plin padaria cheap sp
casa da picanha,brasileira,cheap,pr,casa da picanha brasileira cheap pr
nogueira’s burguer,lanches,cheapest,sp,nogueiras burguer lanches cheapest sp
pizzaria gemelgo's,pizza,moderate,sp,pizzaria gemelgo s pizza moderate sp
doces e salgados dos borba,doces & bolos,cheapest,rj,doces e salgados dos borba doces bolos cheapest rj
amarante gomes marmitex,brasileira,cheapest,sp,amarante gomes marmitex brasileira cheapest sp
cantinho caseiro,lanches,cheapest,rs,cantinho caseiro lanches cheapest rs
expresso do chocolate,doces & bolos,cheap,rs,expresso do chocolate doces bolos cheap rs
nutrimajijo,saudável,cheapest,sp,nutrimajijo saudavel cheapest sp
sr. burger,lanches,cheapest,rj,sr burger lanches cheapest rj
coco thovanny,bebidas,cheapest,rr,coco thovanny bebidas cheapest rr
crazy burguer,hambúrguer,cheap,rj,crazy burguer hamburguer cheap rj
batataria do paulista,brasileira,moderate,ba,batataria do paulista brasileira moderate ba
marsala,contemporânea,moderate,rn,marsala contemporanea moderate rn
sheik house - ayrton senna,pizza,cheap,rn,sheik house ayrton senna pizza cheap rn
leroz burguer,lanches,cheapest,rj,leroz burguer lanches cheapest rj
"rango kids, (marmitas & saladas)",saudável,cheapest,rj,rango kids marmitas saladas saudavel cheapest rj
efrain açaí,açaí,cheapest,mg,efrain acai acai cheapest mg
