name,category,price_range,estado,texto_recomendacao_limpo
ms.pop,variada,expensive,sp,ms pop variada expensive sp
mais doces,doces & bolos,cheapest,sp,mais doces doces bolos cheapest sp
loloana pizza,pizza,cheapest,ce,loloana pizza pizza cheapest ce
junto&misturado,pastel,cheapest,mg,junto misturado pastel cheapest mg
marmitas jardim sul,marmita,cheapest,sp,marmitas jardim sul marmita cheapest sp
restaurante berrante,brasileira,cheapest,rj,restaurante berrante brasileira cheapest rj
nhamnham delivery,marmita,cheapest,rn,nhamnham delivery marmita cheapest rn
padaria dona bella centro,padaria,cheap,sp,padaria dona bella centro padaria cheap sp
fogazzaria do tio lú,pizza,cheapest,sp,fogazzaria do tio lu pizza cheapest sp
delicias da praia,lanches,cheap,rj,delicias da praia lanches cheap rj
delicias da jacui,brasileira,cheapest,mg,delicias da jacui brasileira cheapest mg
beth bakery,padaria,moderate,sp,beth bakery padaria moderate sp
churrasquinho do leo,brasileira,cheapest,rs,churrasquinho do leo brasileira cheapest rs
tutu lanches e refeições,lanches,cheapest,rj,tutu lanches e refeicoes lanches cheapest rj
morango moreno,pizza,moderate,rs,morango moreno pizza moderate rs
minha cuca,alemã,cheapest,sc,minha cuca alema cheapest sc
doces e lanches vitoria,doces & bolos,cheapest,sp,doces e lanches vitoria doces bolos cheapest sp
come cão,lanches,cheapest,rs,come cao lanches cheapest rs
san supermercados - vila nova,mercado,moderate,sp,san supermercados vila nova mercado moderate sp
fitness food,saudável,cheapest,ap,fitness food saudavel cheapest ap
ponto dos amigos,lanches,cheapest,mg,ponto dos amigos lanches cheapest mg
açaí 24 horas,açaí,cheapest,pa,acai 24 horas acai cheapest pa
rf lanches,lanches,cheap,rj,rf lanches lanches cheap rj
sandra doces e salgados,lanches,cheapest,pr,sandra doces e salgados lanches cheapest pr
ponto do parmegiana,brasileira,cheapest,sp,ponto do parmegiana brasileira cheapest sp
panificadora primavera,padaria,cheapest,sp,panificadora primavera padaria cheapest sp
escondidinho,variada,cheapest,rj,escondidinho variada cheapest rj
kéter adega,bebidas,cheapest,sp,keter adega bebidas cheapest sp
bolos m'avó,doces & bolos,cheap,pe,bolos m avo doces bolos cheap pe
natsushi temakeria,japonesa,expensive,sp,natsushi temakeria japonesa expensive sp
macuípe comedoria,frutos do mar,most_expensive,al,macuipe comedoria frutos do mar most expensive al
la traviata,italiana,most_expensive,pa,la traviata italiana most expensive pa
barca burger delivery,lanches,cheap,pe,barca burger delivery lanches cheap pe
delícias da catharina,brasileira,cheapest,ce,delicias da catharina brasileira cheapest ce
esperaria decolando no sabor,carnes,cheapest,pr,esperaria decolando no sabor carnes cheapest pr
empório da villa 1,brasileira,cheap,sp,emporio da villa 1 brasileira cheap sp
disk pizza do chico,pizza,cheapest,sc,disk pizza do chico pizza cheapest sc
delicias d' mamis,cozinha rápida,cheapest,sc,delicias d mamis cozinha rapida cheapest sc
restaurante tempero bom,brasileira,cheapest,rj,restaurante tempero bom brasileira cheapest rj
pizzaria novo império,pizza,expensive,sp,pizzaria novo imperio pizza expensive sp
o trintão pastelaria,brasileira,cheap,rj,o trintao pastelaria brasileira cheap rj
pizzalinha stella,pizza,expensive,ba,pizzalinha stella pizza expensive ba
romano's espetinho,brasileira,cheapest,sp,romano s espetinho brasileira cheapest sp
humaneedfood,saudável,cheapest,sp,humaneedfood saudavel cheapest sp
restaurante frança,brasileira,cheapest,sp,restaurante franca brasileira cheapest sp
july açaí,açaí,cheapest,sp,july acai acai cheapest sp
mar&ar,brasileira,cheapest,sp,mar ar brasileira cheapest sp
picanha do jonas fátima,carnes,most_expensive,ce,picanha do jonas fatima carnes most expensive ce
special gin drinks,bebidas,cheapest,rj,special gin drinks bebidas cheapest rj
pérola br mania,mercado,cheapest,sp,perola br mania mercado cheapest sp
açai da ana e lanches,brasileira,cheapest,mg,acai da ana e lanches brasileira cheapest mg
gosto gostoso pizza e hambúrguer.,pizza,moderate,mg,gosto gostoso pizza e hamburguer pizza moderate mg
royal trudel iguatemi caxias,doces & bolos,cheap,rs,royal trudel iguatemi caxias doces bolos cheap rs
sabor da família oliveira,brasileira,cheapest,sp,sabor da familia oliveira brasileira cheapest sp
seu bello bar,brasileira,cheapest,sp,seu bello bar brasileira cheapest sp
rayca henrique de oliveira pereira,marmita,cheapest,pe,rayca henrique de oliveira pereira marmita cheapest pe
fogo & lenha,brasileira,cheapest,es,fogo lenha brasileira cheapest es
espetaria e bar lima,brasileira,cheapest,sp,espetaria e bar lima brasileira cheapest sp
encantu´s açai e sorvetes,açaí,cheapest,sp,encantu s acai e sorvetes acai cheapest sp
empadão cic,lanches,cheapest,pr,empadao cic lanches cheapest pr
sabores restaurante,brasileira,cheapest,mg,sabores restaurante brasileira cheapest mg
mister espetinhos,brasileira,cheapest,rj,mister espetinhos brasileira cheapest rj
rainha do açaí,açaí,cheapest,sp,rainha do acai acai cheapest sp
ponto do hamburguer,lanches,cheap,sp,ponto do hamburguer lanches cheap sp
tipicamente paraense,brasileira,cheapest,pa,tipicamente paraense brasileira cheapest pa
food truck burguers,hambúrguer,cheap,sp,food truck burguers hamburguer cheap sp
sorveteria mec milk,sorvetes,cheapest,go,sorveteria mec milk sorvetes cheapest go
os irmãos top,lanches,cheapest,mg,os irmaos top lanches cheapest mg
jn açaí delivery,açaí,cheapest,mt,jn acai delivery acai cheapest mt
ai que fofo sorveteria,açaí,cheapest,pr,ai que fofo sorveteria acai cheapest pr
arruda massas,cozinha rápida,cheapest,sp,arruda massas cozinha rapida cheapest sp
cantina do espeto,marmita,cheapest,mg,cantina do espeto marmita cheapest mg
bar se moreira (desde 2002),brasileira,cheapest,rj,bar se moreira desde 2002 brasileira cheapest rj
flavia galhardo sopas,sopas & caldos,cheap,sp,flavia galhardo sopas sopas caldos cheap sp
dog crazy,lanches,cheapest,mg,dog crazy lanches cheapest mg
bullrgueria - hamburgueria artesanal,lanches,cheap,mg,bullrgueria hamburgueria artesanal lanches cheap mg
ciaburger,lanches,cheapest,sp,ciaburger lanches cheapest sp
dom goiano restaurante - centro,brasileira,cheapest,go,dom goiano restaurante centro brasileira cheapest go
delírio da pizza - irajá,pizza,cheapest,rj,delirio da pizza iraja pizza cheapest rj
ya mama cozinha artesanal libanesa,árabe,cheapest,sp,ya mama cozinha artesanal libanesa arabe cheapest sp
hous jardrinks,contemporânea,cheapest,sp,hous jardrinks contemporanea cheapest sp
senor mexicano,mexicana,most_expensive,sp,senor mexicano mexicana most expensive sp
vanda yakissoba e temakeria - sushi,japonesa,moderate,sp,vanda yakissoba e temakeria sushi japonesa moderate sp
new york style,lanches,cheapest,pa,new york style lanches cheapest pa
padaria e confeitaria ijui,padaria,moderate,rs,padaria e confeitaria ijui padaria moderate rs
pittucio gelato,sorvetes,cheapest,ce,pittucio gelato sorvetes cheapest ce
cheff grill,brasileira,cheapest,sc,cheff grill brasileira cheapest sc
jm açaí,açaí,cheapest,am,jm acai acai cheapest am
el perrito food,mexicana,expensive,sp,el perrito food mexicana expensive sp
chicken & ribs,lanches,moderate,sp,chicken ribs lanches moderate sp
marmitaria r a,brasileira,cheapest,sp,marmitaria r a brasileira cheapest sp
k & r salgados,salgados,cheapest,rj,k r salgados salgados cheapest rj
casa das porções 011,lanches,cheap,sp,casa das porcoes 011 lanches cheap sp
lanches quero mais,lanches,cheapest,pr,lanches quero mais lanches cheapest pr
temperos & cia,brasileira,cheapest,mg,temperos cia brasileira cheapest mg
mãe de joão,lanches,cheapest,rj,mae de joao lanches cheapest rj
scarpas bier haus,brasileira,cheap,mg,scarpas bier haus brasileira cheap mg
açaí do luck,açaí,cheapest,sp,acai do luck acai cheapest sp
restaurante do mineiro,frutos do mar,cheapest,ba,restaurante do mineiro frutos do mar cheapest ba
estupenda pizza delivery,pizza,moderate,ce,estupenda pizza delivery pizza moderate ce
delicia de massa - macarrão e lasanha,brasileira,cheapest,go,delicia de massa macarrao e lasanha brasileira cheapest go
fino sabor açaíteria,açaí,cheapest,sc,fino sabor acaiteria acai cheapest sc
cartola coquetelaria delivery,bebidas,cheapest,sc,cartola coquetelaria delivery bebidas cheapest sc
baguete da fer,lanches,cheapest,sp,baguete da fer lanches cheapest sp
gabriela costa confeitaria,doces & bolos,cheapest,sp,gabriela costa confeitaria doces bolos cheapest sp
japa cherri,japonesa,cheapest,rj,japa cherri japonesa cheapest rj
delicinhas da nanda,doces & bolos,cheapest,go,delicinhas da nanda doces bolos cheapest go
projeto burguer,lanches,expensive,sp,projeto burguer lanches expensive sp
house burger,lanches,cheap,mg,house burger lanches cheap mg
senhor das massas e bolos caseiros,doces & bolos,cheapest,sp,senhor das massas e bolos caseiros doces bolos cheapest sp
bazza beef,lanches,moderate,sp,bazza beef lanches moderate sp
burguer bella,lanches,cheapest,sp,burguer bella lanches cheapest sp
tánamão hamburgueria,lanches,cheapest,sp,tanamao hamburgueria lanches cheapest sp
big macaé,mercado,moderate,rj,big macae mercado moderate rj
corpo ideal suplementos,saudável,cheapest,sp,corpo ideal suplementos saudavel cheapest sp
padoca do rei,pizza,cheapest,sp,padoca do rei pizza cheapest sp
pizza tucuna vitória,pizza,expensive,es,pizza tucuna vitoria pizza expensive es
house70 hamburgueria artesanal,hambúrguer,cheapest,sp,house70 hamburgueria artesanal hamburguer cheapest sp
santa fé café e bistrô,cafeteria,moderate,rj,santa fe cafe e bistro cafeteria moderate rj
santo açaí,saudável,cheapest,mg,santo acai saudavel cheapest mg
ateliêtargino,doces & bolos,cheapest,rj,atelietargino doces bolos cheapest rj
bis lanchonete,lanches,cheapest,rr,bis lanchonete lanches cheapest rr
dogburg,lanches,cheap,sc,dogburg lanches cheap sc
dago's churrascaria,marmita,cheap,am,dago s churrascaria marmita cheap am
tchê bagual burguer,lanches,cheapest,sc,tche bagual burguer lanches cheapest sc
tania sam buffet,brasileira,cheapest,pr,tania sam buffet brasileira cheapest pr
açaì do keké,açaí,cheapest,sp,acai do keke acai cheapest sp
bom filé,carnes,cheapest,ms,bom file carnes cheapest ms
thalya ventura,doces & bolos,cheapest,sp,thalya ventura doces bolos cheapest sp
tribbu eunapolis,açaí,cheapest,ba,tribbu eunapolis acai cheapest ba
burguer master,hambúrguer,cheapest,rj,burguer master hamburguer cheapest rj
fit to go,saudável,cheapest,pr,fit to go saudavel cheapest pr
cestas by erika rangel,cafeteria,cheapest,rj,cestas by erika rangel cafeteria cheapest rj
kipizza,pizza,moderate,sp,kipizza pizza moderate sp
dogão dos irmãos,lanches,cheapest,sp,dogao dos irmaos lanches cheapest sp
acai sabor de mel,açaí,cheapest,se,acai sabor de mel acai cheapest se
primus restaurante,marmita,cheapest,go,primus restaurante marmita cheapest go
adega casa da sogra,bebidas,cheapest,sp,adega casa da sogra bebidas cheapest sp
ps: doceria,doces & bolos,cheapest,mg,ps doceria doces bolos cheapest mg
poiá espeto gourmet - goiabeiras,carnes,moderate,mt,poia espeto gourmet goiabeiras carnes moderate mt
kinha cakes,doces & bolos,cheapest,es,kinha cakes doces bolos cheapest es
bella doceria,doces & bolos,cheapest,sp,bella doceria doces bolos cheapest sp
pimenta & dendê,frutos do mar,expensive,ba,pimenta dende frutos do mar expensive ba
tatu lanches,lanches,cheapest,sp,tatu lanches lanches cheapest sp
rock pop burguer,brasileira,cheapest,sp,rock pop burguer brasileira cheapest sp
dulce sabor,doces & bolos,cheapest,mg,dulce sabor doces bolos cheapest mg
cozinha & arte,brasileira,cheapest,al,cozinha arte brasileira cheapest al
milk shake mix americana,sorvetes,cheap,sp,milk shake mix americana sorvetes cheap sp
sushillout bh,japonesa,expensive,mg,sushillout bh japonesa expensive mg
marmitaria do miguel,brasileira,cheapest,sp,marmitaria do miguel brasileira cheapest sp
central do açaí,açaí,cheapest,rj,central do acai acai cheapest rj
açai 360,açaí,cheapest,sp,acai 360 acai cheapest sp
pudim do will,doces & bolos,cheapest,sp,pudim do will doces bolos cheapest sp
burguer bar delivery,lanches,cheapest,sp,burguer bar delivery lanches cheapest sp
lanches da famoza,lanches,cheapest,sp,lanches da famoza lanches cheapest sp
mcdias gourmet,lanches,cheapest,pb,mcdias gourmet lanches cheapest pb
alobe brand,lanches,cheapest,sc,alobe brand lanches cheapest sc
mistura de sabores,brasileira,cheap,sp,mistura de sabores brasileira cheap sp
lali batidas,bebidas,cheapest,rj,lali batidas bebidas cheapest rj
divina marmitaria fitness,saudável,cheapest,pe,divina marmitaria fitness saudavel cheapest pe
forneria original - vila velha,pizza,cheapest,es,forneria original vila velha pizza cheapest es
isca & mar,frutos do mar,cheapest,ce,isca mar frutos do mar cheapest ce
don eli,lanches,cheapest,sp,don eli lanches cheapest sp
hutking,pizza,moderate,go,hutking pizza moderate go
bom sabor refeições,marmita,cheapest,sp,bom sabor refeicoes marmita cheapest sp
na brasaa,lanches,cheapest,sp,na brasaa lanches cheapest sp
planet drink,bebidas,cheapest,sp,planet drink bebidas cheapest sp
rafa lanches,lanches,cheap,rj,rafa lanches lanches cheap rj
adoravel burguer,hambúrguer,cheapest,sp,adoravel burguer hamburguer cheapest sp
santa massa,padaria,cheapest,sp,santa massa padaria cheapest sp
dog do paulista,lanches,cheapest,go,dog do paulista lanches cheapest go
divino gastrô pub,lanches,cheapest,rs,divino gastro pub lanches cheapest rs
casa do crepe,lanches,cheapest,pe,casa do crepe lanches cheapest pe
divino sabor - lanchonete e sorveteria,lanches,cheapest,sp,divino sabor lanchonete e sorveteria lanches cheapest sp
expressinho restaurante av. nsa sra paz,brasileira,cheap,sp,expressinho restaurante av nsa sra paz brasileira cheap sp
paraiso do sabor,brasileira,cheapest,pa,paraiso do sabor brasileira cheapest pa
voo de chopp,brasileira,cheapest,ro,voo de chopp brasileira cheapest ro
açaí e comedoria do china,brasileira,cheapest,pe,acai e comedoria do china brasileira cheapest pe
galeteria frango bom paladar,carnes,cheapest,ce,galeteria frango bom paladar carnes cheapest ce
urbano's burguer cordeiro,lanches,cheapest,pe,urbano s burguer cordeiro lanches cheapest pe
tuff burguer,lanches,expensive,sp,tuff burguer lanches expensive sp
pit stop lanchonete,lanches,cheapest,sp,pit stop lanchonete lanches cheapest sp
new york food,marmita,cheap,sp,new york food marmita cheap sp
buffet família bandeira,lanches,cheapest,sp,buffet familia bandeira lanches cheapest sp
clock pizza,pizza,moderate,pe,clock pizza pizza moderate pe
on the bar,brasileira,cheapest,rj,on the bar brasileira cheapest rj
q10,lanches,cheapest,rj,q10 lanches cheapest rj
911 pizzas,pizza,cheapest,sp,911 pizzas pizza cheapest sp
up lanches & espetos,lanches,cheapest,sp,up lanches espetos lanches cheapest sp
castelo burguer,lanches,cheapest,sp,castelo burguer lanches cheapest sp
pateta's lanches e pizzas,lanches,cheap,sp,pateta s lanches e pizzas lanches cheap sp
cantina don domenico,italiana,most_expensive,am,cantina don domenico italiana most expensive am
ki açaí nordeste passaré,açaí,cheapest,ce,ki acai nordeste passare acai cheapest ce
burguer delivery (hambúrguer artesanal),lanches,cheapest,rn,burguer delivery hamburguer artesanal lanches cheapest rn
delícias na chapa delivery,lanches,cheapest,ap,delicias na chapa delivery lanches cheapest ap
beer house orla,bebidas,cheapest,pa,beer house orla bebidas cheapest pa
pao da vida,brasileira,cheapest,sp,pao da vida brasileira cheapest sp
nagairô sushi allianz,japonesa,cheapest,sp,nagairo sushi allianz japonesa cheapest sp
estação madureira,brasileira,cheap,rj,estacao madureira brasileira cheap rj
tite’s burguer,lanches,cheapest,sp,tites burguer lanches cheapest sp
pastelaria e lanchonete taisan,pastel,cheapest,sp,pastelaria e lanchonete taisan pastel cheapest sp
esfirra mania 1.99,salgados,cheapest,sp,esfirra mania 1 99 salgados cheapest sp
galeto liceu botafogo,carnes,most_expensive,rj,galeto liceu botafogo carnes most expensive rj
horas burguer barueri,lanches,cheap,sp,horas burguer barueri lanches cheap sp
helena food truck,lanches,cheapest,pr,helena food truck lanches cheapest pr
faroeste,lanches,cheapest,pr,faroeste lanches cheapest pr
shrek açai,açaí,cheapest,mg,shrek acai acai cheapest mg
guloseimas da clarinha,doces & bolos,cheapest,pr,guloseimas da clarinha doces bolos cheapest pr
giocatore pizzaria delivery,pizza,cheapest,ms,giocatore pizzaria delivery pizza cheapest ms
rodrigo's pizza,pizza,cheapest,rj,rodrigo s pizza pizza cheapest rj
subway tangará,lanches,cheap,mt,subway tangara lanches cheap mt
banofffee,doces & bolos,cheapest,sp,banofffee doces bolos cheapest sp
batata da vovó alzira,brasileira,cheapest,sp,batata da vovo alzira brasileira cheapest sp
doce pastell,lanches,cheapest,mg,doce pastell lanches cheapest mg
bolos e surpresas da alice,doces & bolos,cheapest,pi,bolos e surpresas da alice doces bolos cheapest pi
piher bistrô café,brasileira,cheapest,sp,piher bistro cafe brasileira cheapest sp
bala no alvo pizzaria delivery,pizza,moderate,pr,bala no alvo pizzaria delivery pizza moderate pr
republica do açai,açaí,cheapest,pb,republica do acai acai cheapest pb
eita pizza,pizza,cheapest,al,eita pizza pizza cheapest al
sushi master,japonesa,cheapest,sp,sushi master japonesa cheapest sp
oba oba lanches,xis,cheap,rs,oba oba lanches xis cheap rs
madero campinas,lanches,most_expensive,sp,madero campinas lanches most expensive sp
temakeria kamikaze,japonesa,cheap,sp,temakeria kamikaze japonesa cheap sp
dona luz empanadas delivery,cozinha rápida,cheapest,sp,dona luz empanadas delivery cozinha rapida cheapest sp
delícias da praia,salgados,cheapest,rj,delicias da praia salgados cheapest rj
churrasquin do juju,lanches,cheapest,mg,churrasquin do juju lanches cheapest mg
bolo caseiro,doces & bolos,cheapest,pe,bolo caseiro doces bolos cheapest pe
yu burguer,lanches,cheapest,sp,yu burguer lanches cheapest sp
metrópolis express,brasileira,cheapest,sp,metropolis express brasileira cheapest sp
doce delícia,doces & bolos,cheapest,ma,doce delicia doces bolos cheapest ma
junior lanches,lanches,cheapest,pe,junior lanches lanches cheapest pe
petisqueira do teté,brasileira,cheapest,mg,petisqueira do tete brasileira cheapest mg
dom pastelle,pastel,moderate,sp,dom pastelle pastel moderate sp
el shaday lanches,lanches,cheapest,rj,el shaday lanches lanches cheapest rj
mega doceria,doces & bolos,cheapest,ac,mega doceria doces bolos cheapest ac
mr. marmita,brasileira,cheap,sp,mr marmita brasileira cheap sp
super salgado congelado,congelados,cheapest,sc,super salgado congelado congelados cheapest sc
hot dog yracema - sítio cercado,lanches,moderate,pr,hot dog yracema sitio cercado lanches moderate pr
parmegiana,brasileira,cheapest,mg,parmegiana brasileira cheapest mg
big brother lanches,lanches,cheapest,rj,big brother lanches lanches cheapest rj
brigadeiros donna formiga,doces & bolos,cheapest,sp,brigadeiros donna formiga doces bolos cheapest sp
esfiharia lanchonete,brasileira,cheapest,sp,esfiharia lanchonete brasileira cheapest sp
porpino burger - recife,lanches,cheapest,pe,porpino burger recife lanches cheapest pe
petisbar e restaurante,brasileira,moderate,sp,petisbar e restaurante brasileira moderate sp
villaveg cozinha natural,vegetariana,moderate,mg,villaveg cozinha natural vegetariana moderate mg
tabadega nascimento,bebidas,cheapest,sp,tabadega nascimento bebidas cheapest sp
churrascaria jw,carnes,cheapest,ce,churrascaria jw carnes cheapest ce
uai gourmet petiscos,brasileira,cheap,mg,uai gourmet petiscos brasileira cheap mg
tres amigos refeicoes,brasileira,cheapest,rj,tres amigos refeicoes brasileira cheapest rj
stelar alimentação equilibrada,saudável,cheap,sp,stelar alimentacao equilibrada saudavel cheap sp
marias e laricas,lanches,cheap,rj,marias e laricas lanches cheap rj
yuka doces,doces & bolos,cheapest,sp,yuka doces doces bolos cheapest sp
palato chef matheus campos,contemporânea,cheapest,mg,palato chef matheus campos contemporanea cheapest mg
kal pizza,pizza,cheapest,pe,kal pizza pizza cheapest pe
viner beer,bebidas,cheapest,sp,viner beer bebidas cheapest sp
cantina,variada,cheapest,sp,cantina variada cheapest sp
rei davi suco e cia.,bebidas,cheapest,mt,rei davi suco e cia bebidas cheapest mt
okazaki sushi,japonesa,cheapest,sp,okazaki sushi japonesa cheapest sp
churrascaria e restaurante fama- rosa,brasileira,cheap,am,churrascaria e restaurante fama rosa brasileira cheap am
crossroads,bebidas,cheapest,pr,crossroads bebidas cheapest pr
cervejaria three brothers,bebidas,cheapest,sp,cervejaria three brothers bebidas cheapest sp
la casa de açaí,açaí,cheapest,pa,la casa de acai acai cheapest pa
atelie do salgado,salgados,moderate,mg,atelie do salgado salgados moderate mg
um delivery no pedaço,brasileira,cheapest,sp,um delivery no pedaco brasileira cheapest sp
bottega oleiro,contemporânea,cheapest,pe,bottega oleiro contemporanea cheapest pe
divino tempero,brasileira,cheapest,mg,divino tempero brasileira cheapest mg
lord massas tempero mineiro,italiana,cheapest,sp,lord massas tempero mineiro italiana cheapest sp
açaí da avenida,açaí,cheapest,sp,acai da avenida acai cheapest sp
59,lanches,cheapest,rj,59 lanches cheapest rj
doce flor de lotus,doces & bolos,cheapest,df,doce flor de lotus doces bolos cheapest df
k&k adega delivery,bebidas,cheap,sp,k k adega delivery bebidas cheap sp
restaurante mandolin,brasileira,cheapest,go,restaurante mandolin brasileira cheapest go
império burguer e crepes,brasileira,cheapest,sp,imperio burguer e crepes brasileira cheapest sp
cheff das pizzas,pizza,cheap,ba,cheff das pizzas pizza cheap ba
acarajé da rosa,brasileira,cheapest,ba,acaraje da rosa brasileira cheapest ba
pikanha do barão,brasileira,moderate,rj,pikanha do barao brasileira moderate rj
q'delícias da jojo,salgados,cheapest,rs,q delicias da jojo salgados cheapest rs
açai hit,açaí,cheapest,mg,acai hit acai cheapest mg
iwata sushi bar,japonesa,most_expensive,sp,iwata sushi bar japonesa most expensive sp
dolce sorvetes,açaí,cheapest,go,dolce sorvetes acai cheapest go
adega lacerda,bebidas,cheapest,sp,adega lacerda bebidas cheapest sp
emporio ferrari,brasileira,cheapest,sp,emporio ferrari brasileira cheapest sp
"casa dos petiscos, lanches e refeições",lanches,cheap,rj,casa dos petiscos lanches e refeicoes lanches cheap rj
chocodaý e cia,bebidas,cheapest,sp,chocoday e cia bebidas cheapest sp
sushi app,japonesa,cheapest,sp,sushi app japonesa cheapest sp
mmanylicia gourmet,doces & bolos,cheapest,sp,mmanylicia gourmet doces bolos cheapest sp
pastelito,lanches,cheap,se,pastelito lanches cheap se
tudo 10 pizzas,pizza,cheap,sc,tudo 10 pizzas pizza cheap sc
domrafa açaiteria,açaí,cheapest,mg,domrafa acaiteria acai cheapest mg
nonno naldi,pizza,cheapest,sp,nonno naldi pizza cheapest sp
parada mineira,brasileira,moderate,sp,parada mineira brasileira moderate sp
sandubaria delivery paty,lanches,cheap,al,sandubaria delivery paty lanches cheap al
riekouki sushi a 1real,japonesa,cheap,sp,riekouki sushi a 1real japonesa cheap sp
delícias da leninha,lanches,cheapest,al,delicias da leninha lanches cheapest al
cla taiko culinaria oriental,chinesa,moderate,pb,cla taiko culinaria oriental chinesa moderate pb
adega bodegas,bebidas,cheapest,sp,adega bodegas bebidas cheapest sp
pizza do sp diversões,pizza,moderate,sp,pizza do sp diversoes pizza moderate sp
hamy refeicoes,brasileira,cheapest,sp,hamy refeicoes brasileira cheapest sp
boi na caixa burger,lanches,expensive,sp,boi na caixa burger lanches expensive sp
da dinda - comidas caseiras,brasileira,cheapest,rj,da dinda comidas caseiras brasileira cheapest rj
tá em casa lanches e refeiçoes,brasileira,cheapest,sp,ta em casa lanches e refeicoes brasileira cheapest sp
pizza mia - pizzaria delivery,pizza,moderate,go,pizza mia pizzaria delivery pizza moderate go
little kuppers pie shop,saudável,expensive,sp,little kuppers pie shop saudavel expensive sp
tamareira fábrica bar,brasileira,cheapest,sp,tamareira fabrica bar brasileira cheapest sp
restaurante oliveira,brasileira,cheapest,ap,restaurante oliveira brasileira cheapest ap
tio's bim,brasileira,moderate,sp,tio s bim brasileira moderate sp
general crispy,lanches,cheapest,pb,general crispy lanches cheapest pb
atlas burguers,lanches,cheapest,mg,atlas burguers lanches cheapest mg
taurus restaurante e choperia,brasileira,cheapest,sp,taurus restaurante e choperia brasileira cheapest sp
fabão burguer,lanches,cheapest,pe,fabao burguer lanches cheapest pe
culinária rodrigues,lanches,cheapest,sp,culinaria rodrigues lanches cheapest sp
churrasco di quintal,carnes,cheapest,rj,churrasco di quintal carnes cheapest rj
casa de carnes guapore,carnes,most_expensive,mt,casa de carnes guapore carnes most expensive mt
hot dog tancredão,lanches,cheapest,sp,hot dog tancredao lanches cheapest sp
sargento's pizza & esfiha,pizza,moderate,sp,sargento s pizza esfiha pizza moderate sp
açaí e hamburgueria sabor na brasa,lanches,cheapest,mg,acai e hamburgueria sabor na brasa lanches cheapest mg
donna´s fastfood,pizza,cheapest,pi,donna s fastfood pizza cheapest pi
acarajé & abará da marlene,brasileira,cheapest,sp,acaraje abara da marlene brasileira cheapest sp
maju burguer delivery,lanches,cheapest,rs,maju burguer delivery lanches cheapest rs
sushi ka delivery,japonesa,cheapest,pe,sushi ka delivery japonesa cheapest pe
choumi doces,doces & bolos,cheapest,sp,choumi doces doces bolos cheapest sp
la casa hot dogs,lanches,cheapest,sc,la casa hot dogs lanches cheapest sc
"dolce casa - bolos, doces e salgados.",doces & bolos,cheapest,sp,dolce casa bolos doces e salgados doces bolos cheapest sp
italatto - gelateria artesanal,lanches,moderate,rn,italatto gelateria artesanal lanches moderate rn
santa costella,carnes,cheapest,sp,santa costella carnes cheapest sp
tahta healthy food,saudável,cheapest,sp,tahta healthy food saudavel cheapest sp
batataria - a casa da batata,lanches,cheapest,rj,batataria a casa da batata lanches cheapest rj
sushiloko - jardim botânico,japonesa,most_expensive,df,sushiloko jardim botanico japonesa most expensive df
manga lanches,lanches,cheapest,rj,manga lanches lanches cheapest rj
lanches tia rô,brasileira,cheapest,sp,lanches tia ro brasileira cheapest sp
cleide lanches,conveniência,cheapest,sp,cleide lanches conveniencia cheapest sp
qbrigaderia e doces finos,doces & bolos,cheapest,sp,qbrigaderia e doces finos doces bolos cheapest sp
glorioso smoke house,lanches,moderate,rj,glorioso smoke house lanches moderate rj
vinagrett's,marmita,cheapest,sp,vinagrett s marmita cheapest sp
massas cordela,salgados,cheapest,sp,massas cordela salgados cheapest sp
liu festas,lanches,cheapest,ce,liu festas lanches cheapest ce
madero - jundiaí container,lanches,most_expensive,sp,madero jundiai container lanches most expensive sp
cookfit,congelados,cheapest,rj,cookfit congelados cheapest rj
batatas recheadas,salgados,cheapest,mg,batatas recheadas salgados cheapest mg
sete burgers,lanches,moderate,go,sete burgers lanches moderate go
rapha's gourmet,cozinha rápida,cheapest,rj,rapha s gourmet cozinha rapida cheapest rj
to go congelados e sorvetes,congelados,cheapest,sp,to go congelados e sorvetes congelados cheapest sp
rami temakeria,japonesa,cheap,sp,rami temakeria japonesa cheap sp
galeto bom garfo,brasileira,cheapest,al,galeto bom garfo brasileira cheapest al
juliana jacomini doces artesanais,doces & bolos,cheapest,pr,juliana jacomini doces artesanais doces bolos cheapest pr
leve e pronto delivery,brasileira,cheapest,rs,leve e pronto delivery brasileira cheapest rs
pastelaria opa,pastel,cheapest,pr,pastelaria opa pastel cheapest pr
kibs cozinha árabe,árabe,cheapest,sc,kibs cozinha arabe arabe cheapest sc
marmitaria sabores da dona fran,brasileira,cheapest,sp,marmitaria sabores da dona fran brasileira cheapest sp
scooby lanches,lanches,cheapest,rs,scooby lanches lanches cheapest rs
flávia sweets,doces & bolos,cheapest,go,flavia sweets doces bolos cheapest go
toledao burguer,lanches,cheapest,pr,toledao burguer lanches cheapest pr
açaí bella patronni,açaí,cheapest,sp,acai bella patronni acai cheapest sp
brasileirão lanches,lanches,cheapest,ap,brasileirao lanches lanches cheapest ap
caldos ms,brasileira,cheapest,go,caldos ms brasileira cheapest go
ph açaí,açaí,cheapest,mg,ph acai acai cheapest mg
fubas lanches,lanches,cheapest,sp,fubas lanches lanches cheapest sp
brfood,brasileira,cheapest,sp,brfood brasileira cheapest sp
