name,category,price_range,estado,texto_recomendacao_limpo
mercatto do bolo,doces & bolos,cheapest,am,mercatto do bolo doces bolos cheapest am
pizzaria da vó zinha,pizza,cheapest,am,pizzaria da vo zinha pizza cheapest am
thay burger,lanches,cheap,am,thay burger lanches cheap am
gusta food lanhe & pizzaria,lanches,cheap,am,gusta food lanhe pizzaria lanches cheap am
pizzaria petropolis,brasileira,cheapest,am,pizzaria petropolis brasileira cheapest am
peixaria da familia,peixes,cheapest,am,peixaria da familia peixes cheapest am
amazon in box,peixes,expensive,am,amazon in box peixes expensive am
mix pizzaria,brasileira,cheap,am,mix pizzaria brasileira cheap am
nato lanches bear,lanches,cheapest,am,nato lanches bear lanches cheapest am
seu kibe & dona coxa,salgados,cheapest,am,seu kibe dona coxa salgados cheapest am
luh gourmet delivery,pizza,moderate,am,luh gourmet delivery pizza moderate am
bands 80 burger e grelhados,lanches,cheapest,am,bands 80 burger e grelhados lanches cheapest am
assadinha pizza,pizza,cheap,am,assadinha pizza pizza cheap am
açaí real frozen delivery,açaí,cheapest,am,acai real frozen delivery acai cheapest am
top lanches,lanches,cheap,am,top lanches lanches cheap am
picanharia combos do rei,brasileira,cheap,am,picanharia combos do rei brasileira cheap am
curumim açai frozen,açaí,cheapest,am,curumim acai frozen acai cheapest am
mika's lanche,lanches,cheapest,am,mika s lanche lanches cheapest am
marhaba esfiharia gourmet,árabe,cheapest,am,marhaba esfiharia gourmet arabe cheapest am
peixaria tambaqui do norte,peixes,expensive,am,peixaria tambaqui do norte peixes expensive am
ki doce,doces & bolos,cheap,am,ki doce doces bolos cheap am
assado da casa,brasileira,moderate,am,assado da casa brasileira moderate am
ds distribuidora de bebidas.,congelados,cheapest,am,ds distribuidora de bebidas congelados cheapest am
sm marmitas saudáveis,saudável,cheap,am,sm marmitas saudaveis saudavel cheap am
amazon beef picanharia,brasileira,expensive,am,amazon beef picanharia brasileira expensive am
blends burguer,brasileira,cheap,am,blends burguer brasileira cheap am
doceria julliana,doces & bolos,cheapest,am,doceria julliana doces bolos cheapest am
milles burges,lanches,cheapest,am,milles burges lanches cheapest am
bs delicias,brasileira,cheapest,am,bs delicias brasileira cheapest am
açaí anori frozen,açaí,cheap,am,acai anori frozen acai cheap am
feijoada o gostojão,brasileira,cheapest,am,feijoada o gostojao brasileira cheapest am
to na broca,lanches,cheapest,am,to na broca lanches cheapest am
j refeições,brasileira,cheapest,am,j refeicoes brasileira cheapest am
chef burguer,lanches,moderate,am,chef burguer lanches moderate am
mestri du espeto,brasileira,moderate,am,mestri du espeto brasileira moderate am
mercearia e distribuidora emanuel,bebidas,cheap,am,mercearia e distribuidora emanuel bebidas cheap am
stop lanche do zacarias,lanches,cheapest,am,stop lanche do zacarias lanches cheapest am
bolo no pote doce mania,doces & bolos,cheap,am,bolo no pote doce mania doces bolos cheap am
amg lanche,lanches,cheapest,am,amg lanche lanches cheapest am
açaí do's souto,açaí,cheapest,am,acai do s souto acai cheapest am
delicias caseiras da carioca,marmita,cheapest,am,delicias caseiras da carioca marmita cheapest am
"biburg's lanches, pizzaria e grill",lanches,cheap,am,biburg s lanches pizzaria e grill lanches cheap am
alôô pizza,pizza,moderate,am,aloo pizza pizza moderate am
cervejaria 99,carnes,cheapest,am,cervejaria 99 carnes cheapest am
sir. batata,lanches,cheap,am,sir batata lanches cheap am
suelen doces,doces & bolos,cheapest,am,suelen doces doces bolos cheapest am
marias restaurante e grill,brasileira,cheapest,am,marias restaurante e grill brasileira cheapest am
amabeer,brasileira,cheapest,am,amabeer brasileira cheapest am
churrasco da villa,brasileira,expensive,am,churrasco da villa brasileira expensive am
pastel divino,pastel,cheap,am,pastel divino pastel cheap am
pastelaria da loloka,pastel,cheapest,am,pastelaria da loloka pastel cheapest am
seu sujinho,brasileira,moderate,am,seu sujinho brasileira moderate am
sanduba house artesanal,lanches,cheapest,am,sanduba house artesanal lanches cheapest am
frutos do mar delivery,frutos do mar,expensive,am,frutos do mar delivery frutos do mar expensive am
simple food,brasileira,cheap,am,simple food brasileira cheap am
cantinho da pretinha,marmita,cheapest,ce,cantinho da pretinha marmita cheapest ce
delivery são bento,cozinha rápida,cheapest,ce,delivery sao bento cozinha rapida cheapest ce
las batata's,lanches,cheapest,ce,las batata s lanches cheapest ce
buddies burgers,lanches,cheapest,ce,buddies burgers lanches cheapest ce
d gustê crepes e sopas,brasileira,cheapest,ce,d guste crepes e sopas brasileira cheapest ce
wow sushi -fortaleza,japonesa,cheap,ce,wow sushi fortaleza japonesa cheap ce
smash burgers,lanches,cheapest,ce,smash burgers lanches cheapest ce
"fornanza - pediu, chegou!",pizza,cheapest,ce,fornanza pediu chegou pizza cheapest ce
el patron burgers,lanches,cheapest,ce,el patron burgers lanches cheapest ce
big bocas hamburgueria,lanches,cheapest,ce,big bocas hamburgueria lanches cheapest ce
la porções,brasileira,cheap,ce,la porcoes brasileira cheap ce
ufa açai,açaí,cheapest,ce,ufa acai acai cheapest ce
boteco dos primos,brasileira,cheapest,ce,boteco dos primos brasileira cheapest ce
esfirras da lulu e pizzaria,variada,cheapest,ce,esfirras da lulu e pizzaria variada cheapest ce
marmitas do bola,congelados,cheapest,ce,marmitas do bola congelados cheapest ce
cafe com leite,lanches,cheapest,ce,cafe com leite lanches cheapest ce
big best burguer,lanches,cheapest,ce,big best burguer lanches cheapest ce
princesinhas gourmet,pizza,cheapest,ce,princesinhas gourmet pizza cheapest ce
poptato! batata recheada,lanches,cheapest,ce,poptato batata recheada lanches cheapest ce
kf burger,lanches,cheapest,ce,kf burger lanches cheapest ce
lf doces & cia,doces & bolos,cheapest,ce,lf doces cia doces bolos cheapest ce
american burguer,hambúrguer,cheapest,ce,american burguer hamburguer cheapest ce
gula gula lanches,lanches,cheapest,ce,gula gula lanches lanches cheapest ce
açai do du,açaí,cheapest,ce,acai do du acai cheapest ce
taz lanches,variada,cheapest,ce,taz lanches variada cheapest ce
i2 steaks,carnes,cheapest,ce,i2 steaks carnes cheapest ce
pastelaria 102,pastel,cheapest,ce,pastelaria 102 pastel cheapest ce
canutitos,brasileira,cheapest,ce,canutitos brasileira cheapest ce
sr. pet shop,mercado,cheap,ce,sr pet shop mercado cheap ce
doceria da may,doces & bolos,cheapest,ce,doceria da may doces bolos cheapest ce
delícias caseiras | claudia,brasileira,cheapest,ce,delicias caseiras claudia brasileira cheapest ce
ammo burguer,hambúrguer,cheap,ce,ammo burguer hamburguer cheap ce
fb lanche,lanches,cheapest,ce,fb lanche lanches cheapest ce
espetoja - jóquei,carnes,cheapest,ce,espetoja joquei carnes cheapest ce
buffalo´s premium burgers,lanches,cheapest,ce,buffalo s premium burgers lanches cheapest ce
fornalha pizzas e massas,pizza,cheapest,ce,fornalha pizzas e massas pizza cheapest ce
pizza merlin,pizza,cheapest,ce,pizza merlin pizza cheapest ce
empadas gourmet delivery,salgados,cheapest,ce,empadas gourmet delivery salgados cheapest ce
el primo,lanches,moderate,ce,el primo lanches moderate ce
sra. feijoada,brasileira,cheapest,ce,sra feijoada brasileira cheapest ce
larian doces,doces & bolos,cheapest,ce,larian doces doces bolos cheapest ce
mr. guloso delivery,lanches,cheapest,ce,mr guloso delivery lanches cheapest ce
beloca grego food,lanches,cheapest,ce,beloca grego food lanches cheapest ce
delícias da pizza,pizza,cheapest,ce,delicias da pizza pizza cheapest ce
dj bebidas,bebidas,cheapest,ce,dj bebidas bebidas cheapest ce
sabor divino oficial,brasileira,cheapest,ce,sabor divino oficial brasileira cheapest ce
acaí delícia,açaí,cheapest,ce,acai delicia acai cheapest ce
jeffy hanei sushi,japonesa,cheapest,ce,jeffy hanei sushi japonesa cheapest ce
massa mia (aquiraz),brasileira,cheapest,ce,massa mia aquiraz brasileira cheapest ce
burgoffee,lanches,cheapest,ce,burgoffee lanches cheapest ce
monicakes,doces & bolos,cheapest,ce,monicakes doces bolos cheapest ce
dona júlia pastéis e coxinhas,lanches,cheapest,ce,dona julia pasteis e coxinhas lanches cheapest ce
diulicias esfiha,pizza,cheapest,ce,diulicias esfiha pizza cheapest ce
power85 açaí,açaí,cheapest,ce,power85 acai acai cheapest ce
páprica grill,brasileira,cheapest,ce,paprica grill brasileira cheapest ce
massas d’liz,italiana,cheap,ce,massas dliz italiana cheap ce
flank steak burger,lanches,moderate,ce,flank steak burger lanches moderate ce
feijuca da ilha,brasileira,cheapest,ma,feijuca da ilha brasileira cheapest ma
pizzaria do alemão,pizza,cheapest,ma,pizzaria do alemao pizza cheapest ma
sabor do chef,brasileira,moderate,ma,sabor do chef brasileira moderate ma
embraza,lanches,cheapest,ma,embraza lanches cheapest ma
fast food do miguel,lanches,cheapest,ma,fast food do miguel lanches cheapest ma
pitburger slz,hambúrguer,cheapest,ma,pitburger slz hamburguer cheapest ma
açayto,açaí,cheapest,ma,acayto acai cheapest ma
sos paulistana pastéis e cia,pastel,cheapest,ma,sos paulistana pasteis e cia pastel cheapest ma
la pizza italian - slz,pizza,cheapest,ma,la pizza italian slz pizza cheapest ma
batata gourmet carioca,lanches,cheapest,ma,batata gourmet carioca lanches cheapest ma
marvel burguer e dogueria,lanches,cheapest,pe,marvel burguer e dogueria lanches cheapest pe
cotidiano bebidas,bebidas,cheapest,pe,cotidiano bebidas bebidas cheapest pe
pastelaria recheio divino,brasileira,cheapest,pe,pastelaria recheio divino brasileira cheapest pe
cervamais delivery,bebidas,cheapest,pe,cervamais delivery bebidas cheapest pe
viella's açai e hamburgueria,açaí,cheapest,pe,viella s acai e hamburgueria acai cheapest pe
açaí - casal gourmet,açaí,cheapest,pe,acai casal gourmet acai cheapest pe
mr. hot recife,lanches,cheapest,pe,mr hot recife lanches cheapest pe
delícias da claudinha,doces & bolos,cheapest,pe,delicias da claudinha doces bolos cheapest pe
pizzaria & hamburgueria pc,lanches,cheapest,pe,pizzaria hamburgueria pc lanches cheapest pe
matalara cafébar,lanches,cheapest,pe,matalara cafebar lanches cheapest pe
beca’s cake,doces & bolos,cheapest,pe,becas cake doces bolos cheapest pe
serve bem refeicoes,brasileira,cheapest,pe,serve bem refeicoes brasileira cheapest pe
bentō - the bowl,brasileira,cheapest,pe,bento the bowl brasileira cheapest pe
beleleu burger & bar - casa forte,lanches,moderate,pe,beleleu burger bar casa forte lanches moderate pe
home food 021,marmita,cheapest,rj,home food 021 marmita cheapest rj
aconchego refeiçoes,brasileira,cheap,rj,aconchego refeicoes brasileira cheap rj
azanas,saudável,moderate,rj,azanas saudavel moderate rj
start burger,lanches,cheapest,rj,start burger lanches cheapest rj
sabores da marlu,saudável,cheap,rj,sabores da marlu saudavel cheap rj
bar do tobogã,brasileira,cheapest,rj,bar do toboga brasileira cheapest rj
sociedade secreta,brasileira,cheap,rj,sociedade secreta brasileira cheap rj
lanches rio brasília,brasileira,cheapest,rj,lanches rio brasilia brasileira cheapest rj
casa do açaí,açaí,cheapest,rj,casa do acai acai cheapest rj
sj lanches,lanches,cheapest,rj,sj lanches lanches cheapest rj
batata imperial,lanches,cheapest,rj,batata imperial lanches cheapest rj
la rosa - alta gastronomia caseira,brasileira,cheapest,rj,la rosa alta gastronomia caseira brasileira cheapest rj
honeymoon sobremesas,doces & bolos,cheap,rj,honeymoon sobremesas doces bolos cheap rj
bolo carioca,doces & bolos,cheap,rj,bolo carioca doces bolos cheap rj
metrô burguer&tapiocas petiscos,nordestina,cheapest,rj,metro burguer tapiocas petiscos nordestina cheapest rj
mc lanches,lanches,cheapest,rj,mc lanches lanches cheapest rj
estação pão de queijo,salgados,cheapest,rj,estacao pao de queijo salgados cheapest rj
best drink,bebidas,moderate,rj,best drink bebidas moderate rj
lanches bom (trailer vermelho),lanches,cheapest,rj,lanches bom trailer vermelho lanches cheapest rj
rico bebidas,bebidas,cheapest,rj,rico bebidas bebidas cheapest rj
gallo's gourmet,salgados,cheapest,rj,gallo s gourmet salgados cheapest rj
temakeria nalin,japonesa,moderate,rj,temakeria nalin japonesa moderate rj
joe & jane,lanches,moderate,rj,joe jane lanches moderate rj
sacralu,açaí,cheapest,rj,sacralu acai cheapest rj
restaurante dona gi,brasileira,cheapest,rj,restaurante dona gi brasileira cheapest rj
sol da manhã delivery de bebidas,bebidas,moderate,rj,sol da manha delivery de bebidas bebidas moderate rj
olympic burguer,hambúrguer,cheap,rj,olympic burguer hamburguer cheap rj
beco dos biscoitos,conveniência,cheapest,rj,beco dos biscoitos conveniencia cheapest rj
bolinhos luciana castrioto,salgados,moderate,rj,bolinhos luciana castrioto salgados moderate rj
sushi hils,japonesa,cheap,rj,sushi hils japonesa cheap rj
delícias da mama,doces & bolos,cheapest,rj,delicias da mama doces bolos cheapest rj
cerberus burguer,lanches,cheapest,rj,cerberus burguer lanches cheapest rj
cb confeitaria artesanal,doces & bolos,cheapest,rj,cb confeitaria artesanal doces bolos cheapest rj
gorillas potato house,lanches,cheap,rj,gorillas potato house lanches cheap rj
caldos da vivi,brasileira,cheapest,rj,caldos da vivi brasileira cheapest rj
yala brownies,doces & bolos,cheap,rj,yala brownies doces bolos cheap rj
delícias da mama culinária caseira,brasileira,cheapest,rj,delicias da mama culinaria caseira brasileira cheapest rj
bololô - bolos de pote,doces & bolos,cheap,rj,bololo bolos de pote doces bolos cheap rj
trio burguer silva,lanches,cheapest,rj,trio burguer silva lanches cheapest rj
espetos e sabores,carnes,cheap,rj,espetos e sabores carnes cheap rj
la esquina restaurante,brasileira,cheapest,rj,la esquina restaurante brasileira cheapest rj
delícias da cacau,doces & bolos,cheapest,rj,delicias da cacau doces bolos cheapest rj
oficina gourmet,doces & bolos,cheapest,rj,oficina gourmet doces bolos cheapest rj
depósito de bebidas do izaias,bebidas,cheap,rj,deposito de bebidas do izaias bebidas cheap rj
ruhtos delivery,lanches,cheapest,rj,ruhtos delivery lanches cheapest rj
muve,italiana,cheapest,rj,muve italiana cheapest rj
osaka sushi lounge,japonesa,moderate,rj,osaka sushi lounge japonesa moderate rj
burguer da cau,lanches,cheap,rj,burguer da cau lanches cheap rj
doces da lourdes maria,doces & bolos,cheap,rj,doces da lourdes maria doces bolos cheap rj
enzo’s smoked burguer,lanches,cheap,rj,enzos smoked burguer lanches cheap rj
life fit,saudável,expensive,rj,life fit saudavel expensive rj
da hora burguer,lanches,cheap,rj,da hora burguer lanches cheap rj
frankfurt hot dog,lanches,cheap,rj,frankfurt hot dog lanches cheap rj
restaurante & pizzaria comendador,brasileira,cheapest,rj,restaurante pizzaria comendador brasileira cheapest rj
tia maria,brasileira,cheapest,rj,tia maria brasileira cheapest rj
delicata,doces & bolos,cheapest,rj,delicata doces bolos cheapest rj
du leo,hambúrguer,cheapest,rj,du leo hamburguer cheapest rj
sacolé gourmet cammis,sorvetes,cheapest,rj,sacole gourmet cammis sorvetes cheapest rj
mcdaniels batata recheada,brasileira,cheapest,rj,mcdaniels batata recheada brasileira cheapest rj
agua na boca,variada,cheapest,rj,agua na boca variada cheapest rj
linessa,doces & bolos,cheapest,rj,linessa doces bolos cheapest rj
doceria da celly,doces & bolos,cheapest,rj,doceria da celly doces bolos cheapest rj
great food,brasileira,cheapest,rj,great food brasileira cheapest rj
churras in box,carnes,cheapest,rj,churras in box carnes cheapest rj
brotherscake,lanches,cheap,rj,brotherscake lanches cheap rj
massasecia,marmita,cheap,rj,massasecia marmita cheap rj
bolt burguer's - hamburgueria artesanal,lanches,cheapest,rj,bolt burguer s hamburgueria artesanal lanches cheapest rj
tô frito,pastel,cheapest,rj,to frito pastel cheapest rj
xmega tri legal,lanches,cheapest,rj,xmega tri legal lanches cheapest rj
rosti,lanches,moderate,rj,rosti lanches moderate rj
nega imperial: bolos no pote,doces & bolos,cheapest,rj,nega imperial bolos no pote doces bolos cheapest rj
cantinho da pizza & lanches,pizza,cheapest,rj,cantinho da pizza lanches pizza cheapest rj
point das bebidas,bebidas,most_expensive,rj,point das bebidas bebidas most expensive rj
massucar doces gourmet,doces & bolos,cheap,rj,massucar doces gourmet doces bolos cheap rj
sol casa e cozinha,italiana,cheapest,rj,sol casa e cozinha italiana cheapest rj
lá de plutão gastronomia,brasileira,cheapest,rj,la de plutao gastronomia brasileira cheapest rj
doceria jeito doce,doces & bolos,cheapest,rj,doceria jeito doce doces bolos cheapest rj
"chef allevato fit , massas e hamburguer",saudável,cheapest,rj,chef allevato fit massas e hamburguer saudavel cheapest rj
caramelo bistrô,doces & bolos,cheapest,rj,caramelo bistro doces bolos cheapest rj
lcook,mexicana,cheapest,rj,lcook mexicana cheapest rj
loucos por lanches 🍔🍟🌭🥓🥣🍰🍴,japonesa,cheapest,rj,loucos por lanches japonesa cheapest rj
churros of king,doces & bolos,cheapest,rj,churros of king doces bolos cheapest rj
sol massas macarrão na caixa,italiana,cheapest,rj,sol massas macarrao na caixa italiana cheapest rj
bem gostoso doceria,doces & bolos,cheapest,rj,bem gostoso doceria doces bolos cheapest rj
picasso bistrô,brasileira,cheapest,rj,picasso bistro brasileira cheapest rj
batata gourmet du chef,lanches,cheapest,rj,batata gourmet du chef lanches cheapest rj
longoni confeitaria artesanal,doces & bolos,cheapest,rj,longoni confeitaria artesanal doces bolos cheapest rj
lua h.s lanches,marmita,cheapest,rj,lua h s lanches marmita cheapest rj
sabor de mãe,brasileira,cheapest,rj,sabor de mae brasileira cheapest rj
food freeze,saudável,cheapest,rj,food freeze saudavel cheapest rj
