name,category,price_range,estado,texto_recomendacao_limpo
pe pizzas,pizza,cheapest,rj,pe pizzas pizza cheapest rj
m&v lanches delivery,lanches,cheapest,rj,m v lanches delivery lanches cheapest rj
sr pastel,lanches,cheapest,rj,sr pastel lanches cheapest rj
don adolfo gourmet,lanches,cheapest,rj,don adolfo gourmet lanches cheapest rj
caranquejo do marcão,frutos do mar,cheapest,rj,caranquejo do marcao frutos do mar cheapest rj
lá casa de pastel,pastel,cheapest,rj,la casa de pastel pastel cheapest rj
gaby pizza,marmita,cheapest,rj,gaby pizza marmita cheapest rj
professor zmz,brasileira,cheapest,rj,professor zmz brasileira cheapest rj
burger craft,lanches,cheapest,rj,burger craft lanches cheapest rj
yakisoba do chef,japonesa,cheapest,rj,yakisoba do chef japonesa cheapest rj
sabor família,lanches,cheapest,rj,sabor familia lanches cheapest rj
tempero de mãe,lanches,cheapest,rj,tempero de mae lanches cheapest rj
churrasco do godinho,brasileira,cheapest,rj,churrasco do godinho brasileira cheapest rj
delícias da suellen,doces & bolos,cheapest,rj,delicias da suellen doces bolos cheapest rj
colmeia,brasileira,cheap,rj,colmeia brasileira cheap rj
cantinho da ana,brasileira,cheapest,rj,cantinho da ana brasileira cheapest rj
portella's gastro,brasileira,cheapest,rj,portella s gastro brasileira cheapest rj
mercado e e deposito andre gradim,bebidas,cheapest,rj,mercado e e deposito andre gradim bebidas cheapest rj
d'brum coxinha lanchonete e restaurante,lanches,cheap,rj,d brum coxinha lanchonete e restaurante lanches cheap rj
grande família,lanches,cheapest,rj,grande familia lanches cheapest rj
na toca lanches,tapioca,cheapest,rj,na toca lanches tapioca cheapest rj
aj delivery,lanches,cheapest,rj,aj delivery lanches cheapest rj
nutrifit_sg,saudável,cheapest,rj,nutrifit sg saudavel cheapest rj
temperando comida delivery,marmita,cheapest,rj,temperando comida delivery marmita cheapest rj
familia jw,lanches,cheapest,rj,familia jw lanches cheapest rj
elaine lanches,lanches,cheapest,rj,elaine lanches lanches cheapest rj
jack lanches,lanches,cheapest,rj,jack lanches lanches cheapest rj
gostosuras da anaa,doces & bolos,cheapest,rj,gostosuras da anaa doces bolos cheapest rj
lolla doces,doces & bolos,cheapest,rj,lolla doces doces bolos cheapest rj
ki-petisco,lanches,cheapest,rj,ki petisco lanches cheapest rj
tempero do chefe delivery,lanches,cheapest,rj,tempero do chefe delivery lanches cheapest rj
di tutti pizzaria gourmet delivery,pizza,cheapest,rj,di tutti pizzaria gourmet delivery pizza cheapest rj
churrasquinho do sirley do gradim,carnes,moderate,rj,churrasquinho do sirley do gradim carnes moderate rj
geová salgados,salgados,cheap,rj,geova salgados salgados cheap rj
pac burger,lanches,cheap,rj,pac burger lanches cheap rj
açaí&brownie delivery,açaí,cheapest,rj,acai brownie delivery acai cheapest rj
dicarne hamburgueria,lanches,moderate,rj,dicarne hamburgueria lanches moderate rj
steak carioca,lanches,cheapest,rj,steak carioca lanches cheapest rj
cantinho do pastel e açaí,lanches,cheapest,rj,cantinho do pastel e acai lanches cheapest rj
pastel do charlie brown,pastel,cheapest,rj,pastel do charlie brown pastel cheapest rj
sabor a mi,cozinha rápida,cheapest,rj,sabor a mi cozinha rapida cheapest rj
garfo & faca restaurante,brasileira,cheap,rj,garfo faca restaurante brasileira cheap rj
bar do azul,lanches,cheap,rj,bar do azul lanches cheap rj
casa do pastel da rua da caminhada,brasileira,moderate,rj,casa do pastel da rua da caminhada brasileira moderate rj
real salgados,lanches,moderate,rj,real salgados lanches moderate rj
potato queen - batata recheada & rosti,lanches,cheapest,rj,potato queen batata recheada rosti lanches cheapest rj
outburger,lanches,cheap,rj,outburger lanches cheap rj
la caixa de petiscos maranata,lanches,cheapest,rj,la caixa de petiscos maranata lanches cheapest rj
forneria di itália,pizza,moderate,rj,forneria di italia pizza moderate rj
hot dog do digão,lanches,cheap,rj,hot dog do digao lanches cheap rj
vilare,pizza,cheapest,rj,vilare pizza cheapest rj
alleph,brasileira,cheapest,rj,alleph brasileira cheapest rj
estação das delícias,brasileira,cheapest,rj,estacao das delicias brasileira cheapest rj
la casa da batata,lanches,cheap,rj,la casa da batata lanches cheap rj
cozinha artesanal ana bia,lanches,cheapest,rj,cozinha artesanal ana bia lanches cheapest rj
brasil pizzas,lanches,cheapest,rj,brasil pizzas lanches cheapest rj
lanchonete d'gusto,lanches,cheapest,rj,lanchonete d gusto lanches cheapest rj
dgust lanches,lanches,cheapest,rj,dgust lanches lanches cheapest rj
oliveira,lanches,cheap,rj,oliveira lanches cheap rj
jl lanches e refeições,brasileira,cheapest,rj,jl lanches e refeicoes brasileira cheapest rj
old bill pizza burguer e salgados,pizza,cheapest,rj,old bill pizza burguer e salgados pizza cheapest rj
point certo,lanches,cheapest,rj,point certo lanches cheapest rj
delícias da tetê,brasileira,cheapest,rj,delicias da tete brasileira cheapest rj
atelie dos sabores,doces & bolos,cheapest,rj,atelie dos sabores doces bolos cheapest rj
costa delivery,brasileira,cheapest,rj,costa delivery brasileira cheapest rj
seu ferreira social burguer,lanches,cheapest,rj,seu ferreira social burguer lanches cheapest rj
altas horas yakisoba,japonesa,cheapest,rj,altas horas yakisoba japonesa cheapest rj
pai & filha bistrô,brasileira,cheapest,rj,pai filha bistro brasileira cheapest rj
delizie gourmet,lanches,cheapest,rj,delizie gourmet lanches cheapest rj
tisselea artesanal,brasileira,cheapest,rj,tisselea artesanal brasileira cheapest rj
sabor expresso,brasileira,cheapest,rj,sabor expresso brasileira cheapest rj
driver drog,lanches,cheapest,rj,driver drog lanches cheapest rj
mariju lanches,lanches,cheapest,rj,mariju lanches lanches cheapest rj
sobradinho do sabor,brasileira,cheapest,rj,sobradinho do sabor brasileira cheapest rj
familia miranda,lanches,cheapest,rj,familia miranda lanches cheapest rj
lanches delivery,lanches,cheapest,rj,lanches delivery lanches cheapest rj
serrote lanches,lanches,cheapest,rj,serrote lanches lanches cheapest rj
jhu lanches,hambúrguer,cheapest,rj,jhu lanches hamburguer cheapest rj
kattegat hamburgueria,lanches,moderate,rj,kattegat hamburgueria lanches moderate rj
raix burguer,lanches,cheapest,rj,raix burguer lanches cheapest rj
pizza em casa,pizza,cheapest,rj,pizza em casa pizza cheapest rj
pizzaria giglio,pizza,moderate,rj,pizzaria giglio pizza moderate rj
viana's burguer,hambúrguer,cheapest,rj,viana s burguer hamburguer cheapest rj
lecadô - shopping partage,doces & bolos,moderate,rj,lecado shopping partage doces bolos moderate rj
restaurante amarelinho,brasileira,cheap,rj,restaurante amarelinho brasileira cheap rj
delícias l'amour,italiana,cheapest,rj,delicias l amour italiana cheapest rj
lanchonete e cafeteria espaço 60,lanches,cheapest,rj,lanchonete e cafeteria espaco 60 lanches cheapest rj
coliseu burger,hambúrguer,expensive,rj,coliseu burger hamburguer expensive rj
brasando burger - hamburgueria,lanches,moderate,rj,brasando burger hamburgueria lanches moderate rj
los pasteleiros,pastel,cheap,rj,los pasteleiros pastel cheap rj
rock'n beer pub,lanches,moderate,rj,rock n beer pub lanches moderate rj
ribeiro's delivery,brasileira,cheapest,rj,ribeiro s delivery brasileira cheapest rj
bistrô chef julio gourmet,italiana,cheapest,rj,bistro chef julio gourmet italiana cheapest rj
d&l lanches,lanches,cheapest,rj,d l lanches lanches cheapest rj
nael lanches,hambúrguer,cheapest,rj,nael lanches hamburguer cheapest rj
botequim salve simpatia,brasileira,most_expensive,rj,botequim salve simpatia brasileira most expensive rj
disney lanches,lanches,cheapest,rj,disney lanches lanches cheapest rj
alve's pizzaria e massas,italiana,moderate,rj,alve s pizzaria e massas italiana moderate rj
pizzaria casa da nonna ( pizza),pizza,cheapest,rj,pizzaria casa da nonna pizza pizza cheapest rj
the brothers burguer,lanches,cheapest,rj,the brothers burguer lanches cheapest rj
mr. jones pizzaria,pizza,expensive,rj,mr jones pizzaria pizza expensive rj
pizza gourmet,pizza,moderate,rj,pizza gourmet pizza moderate rj
renata lanches,lanches,cheap,rj,renata lanches lanches cheap rj
rei do pastel,pastel,moderate,rj,rei do pastel pastel moderate rj
petisco b&g,pizza,moderate,rj,petisco b g pizza moderate rj
maná refeições e lanches,brasileira,cheapest,rj,mana refeicoes e lanches brasileira cheapest rj
restaurante texas,pizza,cheapest,rj,restaurante texas pizza cheapest rj
"arte do pastel (haburguers, açai e etc.)",hambúrguer,moderate,rj,arte do pastel haburguers acai e etc hamburguer moderate rj
peccini refeições,marmita,cheapest,rj,peccini refeicoes marmita cheapest rj
delícias d'lanne,lanches,cheapest,rj,delicias d lanne lanches cheapest rj
danlu (bolo/doce/salgado/combos/cestas),lanches,cheap,rj,danlu bolo doce salgado combos cestas lanches cheap rj
mega sabor delivery,marmita,cheapest,rj,mega sabor delivery marmita cheapest rj
stone burger,lanches,cheapest,rj,stone burger lanches cheapest rj
bom espeto delivery,carnes,cheap,rj,bom espeto delivery carnes cheap rj
bueno pizza e esfiha,lanches,moderate,rj,bueno pizza e esfiha lanches moderate rj
miguelito pizzas,pizza,cheapest,rj,miguelito pizzas pizza cheapest rj
rei das pizzas,pizza,cheapest,rj,rei das pizzas pizza cheapest rj
mano's burguer,brasileira,cheapest,rj,mano s burguer brasileira cheapest rj
good burguer,lanches,cheapest,rj,good burguer lanches cheapest rj
tomatto pizzaria,pizza,moderate,rj,tomatto pizzaria pizza moderate rj
brasileirinho's bar&refeições,brasileira,cheapest,rj,brasileirinho s bar refeicoes brasileira cheapest rj
pizzaria hugaluga,pizza,moderate,rj,pizzaria hugaluga pizza moderate rj
pensão família de deus,marmita,cheapest,rj,pensao familia de deus marmita cheapest rj
hangar 50,lanches,moderate,rj,hangar 50 lanches moderate rj
especialistas dos pasteis artesanais,lanches,cheap,rj,especialistas dos pasteis artesanais lanches cheap rj
refeições anolin,brasileira,cheap,rj,refeicoes anolin brasileira cheap rj
pindoba burguer,lanches,cheap,rj,pindoba burguer lanches cheap rj
delícias caseiras,brasileira,cheapest,rj,delicias caseiras brasileira cheapest rj
pizza truck,pizza,moderate,rj,pizza truck pizza moderate rj
miritas pizza,pizza,moderate,rj,miritas pizza pizza moderate rj
bar restaurante da familia,bebidas,cheapest,rj,bar restaurante da familia bebidas cheapest rj
altas horas lanches (oficial ),lanches,cheapest,rj,altas horas lanches oficial lanches cheapest rj
churrasco play do alcântara,carnes,cheapest,rj,churrasco play do alcantara carnes cheapest rj
quentinhas da silvia,brasileira,cheapest,rj,quentinhas da silvia brasileira cheapest rj
malagueta restaurante,brasileira,moderate,rj,malagueta restaurante brasileira moderate rj
monarca burgers,lanches,moderate,rj,monarca burgers lanches moderate rj
pizzeiro pizza,pizza,moderate,rj,pizzeiro pizza pizza moderate rj
gloria’s hamburgueria,lanches,cheapest,rj,glorias hamburgueria lanches cheapest rj
oba oba burguer's,lanches,cheapest,rj,oba oba burguer s lanches cheapest rj
jorgi's lanches,lanches,cheapest,rj,jorgi s lanches lanches cheapest rj
experimento burger,lanches,cheap,rj,experimento burger lanches cheap rj
aguiar burguer e refeições,lanches,cheap,rj,aguiar burguer e refeicoes lanches cheap rj
crespo burgers - premium,lanches,cheap,rj,crespo burgers premium lanches cheap rj
xangai sushi,japonesa,moderate,rj,xangai sushi japonesa moderate rj
império do açaí,açaí,cheapest,rj,imperio do acai acai cheapest rj
japonês izakayama,japonesa,moderate,rj,japones izakayama japonesa moderate rj
cardoso burgue,lanches,cheapest,rj,cardoso burgue lanches cheapest rj
botequim da iaiá,brasileira,cheapest,rj,botequim da iaia brasileira cheapest rj
mr's sanduba's,lanches,cheapest,rj,mr s sanduba s lanches cheapest rj
felipão lanches,lanches,cheap,rj,felipao lanches lanches cheap rj
burguer insano,lanches,cheapest,rj,burguer insano lanches cheapest rj
territorio brasilis,brasileira,cheapest,rj,territorio brasilis brasileira cheapest rj
lu baiana acarajé,brasileira,cheapest,rj,lu baiana acaraje brasileira cheapest rj
world pizzas massas esfihas.,pizza,cheapest,rj,world pizzas massas esfihas pizza cheapest rj
art bistrô,brasileira,cheapest,rj,art bistro brasileira cheapest rj
sabor da familia,brasileira,cheapest,rj,sabor da familia brasileira cheapest rj
sabor de primicias,brasileira,cheapest,rj,sabor de primicias brasileira cheapest rj
paçoca lanches,lanches,cheapest,rj,pacoca lanches lanches cheapest rj
line lanches,hambúrguer,cheapest,rj,line lanches hamburguer cheapest rj
lowpizza da evelyn - pizzas sem glúten!,pizza,cheapest,rj,lowpizza da evelyn pizzas sem gluten pizza cheapest rj
marlos burguer,lanches,cheapest,rj,marlos burguer lanches cheapest rj
d'nani massas salgadas e doces,brasileira,cheapest,rj,d nani massas salgadas e doces brasileira cheapest rj
churrasco do júnior lanches,lanches,cheapest,rj,churrasco do junior lanches lanches cheapest rj
farnel da bell lanches,lanches,cheapest,rj,farnel da bell lanches lanches cheapest rj
big burguer,hambúrguer,cheapest,rj,big burguer hamburguer cheapest rj
recanto do sabor,marmita,cheapest,rj,recanto do sabor marmita cheapest rj
familia pedroso,marmita,cheapest,rj,familia pedroso marmita cheapest rj
cartoon lanches,hambúrguer,cheapest,rj,cartoon lanches hamburguer cheapest rj
exp gourmet,lanches,cheapest,rj,exp gourmet lanches cheapest rj
"""cheio de fome quentinhas""",doces & bolos,cheapest,rj,cheio de fome quentinhas doces bolos cheapest rj
rei do hambúrguer,hambúrguer,cheapest,rj,rei do hamburguer hamburguer cheapest rj
lanches da nigth,lanches,cheapest,rj,lanches da nigth lanches cheapest rj
mana's da tia lu,brasileira,cheapest,rj,mana s da tia lu brasileira cheapest rj
cheiro verde,brasileira,cheapest,rj,cheiro verde brasileira cheapest rj
mistério dos lanches,lanches,cheapest,rj,misterio dos lanches lanches cheapest rj
inove gourmet restaurante delivery,brasileira,cheapest,rj,inove gourmet restaurante delivery brasileira cheapest rj
sonhos gourmet,doces & bolos,cheapest,rj,sonhos gourmet doces bolos cheapest rj
gik frangos delivery,brasileira,cheapest,rj,gik frangos delivery brasileira cheapest rj
no capricho lanches & cia,marmita,cheapest,rj,no capricho lanches cia marmita cheapest rj
kev confeitaria e hamburgueria,lanches,cheapest,rj,kev confeitaria e hamburgueria lanches cheapest rj
mamãe quituteira,lanches,cheapest,rj,mamae quituteira lanches cheapest rj
apetitte gourmet,marmita,cheapest,rj,apetitte gourmet marmita cheapest rj
máfia das pizzas,pizza,cheapest,rj,mafia das pizzas pizza cheapest rj
churrasquinho da lene,brasileira,cheapest,rj,churrasquinho da lene brasileira cheapest rj
divina fatia são gonçalo,pizza,cheapest,rj,divina fatia sao goncalo pizza cheapest rj
winery,bebidas,cheapest,rj,winery bebidas cheapest rj
d'elícias da família,lanches,cheapest,rj,d elicias da familia lanches cheapest rj
recanto do sabor restaurante,brasileira,cheapest,rj,recanto do sabor restaurante brasileira cheapest rj
m'ellos lanche,lanches,cheapest,rj,m ellos lanche lanches cheapest rj
mc lanche wm,brasileira,cheapest,rj,mc lanche wm brasileira cheapest rj
bryaslu lanches,brasileira,cheapest,rj,bryaslu lanches brasileira cheapest rj
excaliburg's,lanches,moderate,rj,excaliburg s lanches moderate rj
caseira fit,saudável,most_expensive,rj,caseira fit saudavel most expensive rj
pontal das massas,pizza,cheapest,rj,pontal das massas pizza cheapest rj
2 grill completão & espetinhos delivery,carnes,moderate,rj,2 grill completao espetinhos delivery carnes moderate rj
ana clara refeições (xandão),brasileira,cheapest,rj,ana clara refeicoes xandao brasileira cheapest rj
delicatessen delicias licias,doces & bolos,cheapest,rj,delicatessen delicias licias doces bolos cheapest rj
pastel & cia,salgados,moderate,rj,pastel cia salgados moderate rj
babi pizzas,pizza,moderate,rj,babi pizzas pizza moderate rj
chapa carioca,brasileira,cheapest,rj,chapa carioca brasileira cheapest rj
borogodó restaurante,brasileira,cheapest,rj,borogodo restaurante brasileira cheapest rj
lanchonete raridade,lanches,cheapest,rj,lanchonete raridade lanches cheapest rj
hot dog da familia,lanches,cheap,rj,hot dog da familia lanches cheap rj
arte da pizza e restaurante,pizza,moderate,rj,arte da pizza e restaurante pizza moderate rj
teral burger,hambúrguer,cheapest,rj,teral burger hamburguer cheapest rj
tropical açaí e sorvetes - gradim,açaí,cheapest,rj,tropical acai e sorvetes gradim acai cheapest rj
s'onze lanches,lanches,cheapest,rj,s onze lanches lanches cheapest rj
angela caldos,brasileira,cheapest,rj,angela caldos brasileira cheapest rj
mano lanches.,lanches,cheapest,rj,mano lanches lanches cheapest rj
comidas e petiscos s&s,lanches,cheapest,rj,comidas e petiscos s s lanches cheapest rj
susuka bebidas,salgados,cheapest,rj,susuka bebidas salgados cheapest rj
frozen sorveteria e açaíteria,açaí,cheapest,rj,frozen sorveteria e acaiteria acai cheapest rj
dona maria delivery,salgados,cheapest,rj,dona maria delivery salgados cheapest rj
d` paulo quentinhas,brasileira,cheapest,rj,d paulo quentinhas brasileira cheapest rj
cantina da tia jú,brasileira,cheapest,rj,cantina da tia ju brasileira cheapest rj
conectados lanches,hambúrguer,cheapest,rj,conectados lanches hamburguer cheapest rj
pastel em familia e cia,lanches,cheapest,rj,pastel em familia e cia lanches cheapest rj
ronaldo lanches,lanches,cheapest,rj,ronaldo lanches lanches cheapest rj
quentinhas delivery tia mara,brasileira,cheapest,rj,quentinhas delivery tia mara brasileira cheapest rj
gladiador burguer,lanches,cheap,rj,gladiador burguer lanches cheap rj
pastelao mineiro restaurante e pizzaria,pizza,expensive,rj,pastelao mineiro restaurante e pizzaria pizza expensive rj
pizza hot sg,pizza,cheapest,rj,pizza hot sg pizza cheapest rj
oxente! acarajé e abará,brasileira,moderate,rj,oxente acaraje e abara brasileira moderate rj
delas gourmet - salgados & petiscos,salgados,cheapest,rj,delas gourmet salgados petiscos salgados cheapest rj
big phome lanches,lanches,cheapest,rj,big phome lanches lanches cheapest rj
katsu culinária japonesa,japonesa,moderate,rj,katsu culinaria japonesa japonesa moderate rj
deu fome lanches,lanches,cheapest,rj,deu fome lanches lanches cheapest rj
skina do espeto,brasileira,cheapest,rj,skina do espeto brasileira cheapest rj
rebeca cipriano pizzaria,pizza,moderate,rj,rebeca cipriano pizzaria pizza moderate rj
dona aveia,saudável,cheapest,rj,dona aveia saudavel cheapest rj
d'ca burger,lanches,cheapest,rj,d ca burger lanches cheapest rj
varandão lanches,lanches,cheap,rj,varandao lanches lanches cheap rj
burguer express,lanches,cheap,rj,burguer express lanches cheap rj
barraca bom tempero,brasileira,cheapest,rj,barraca bom tempero brasileira cheapest rj
delícias do papai,doces & bolos,cheapest,rj,delicias do papai doces bolos cheapest rj
doces by aanjos,doces & bolos,cheapest,rj,doces by aanjos doces bolos cheapest rj
doce amor doceria,doces & bolos,cheapest,rj,doce amor doceria doces bolos cheapest rj
casa da lasanha,italiana,cheapest,rj,casa da lasanha italiana cheapest rj
bianbia delivery,pizza,expensive,rj,bianbia delivery pizza expensive rj
paladar massas,italiana,cheapest,rj,paladar massas italiana cheapest rj
salt & sugar bistrô,lanches,cheapest,rj,salt sugar bistro lanches cheapest rj
deposito de bebidas lobo,bebidas,cheapest,rj,deposito de bebidas lobo bebidas cheapest rj
astral burgues delivery artesanal,lanches,cheapest,rj,astral burgues delivery artesanal lanches cheapest rj
restaurante paladar,marmita,cheapest,rj,restaurante paladar marmita cheapest rj
"quentinhas, refeições e crepe francês",marmita,cheap,rj,quentinhas refeicoes e crepe frances marmita cheap rj
pizzaria e pastelaria mn,pizza,cheapest,rj,pizzaria e pastelaria mn pizza cheapest rj
lubes comida caseira,brasileira,cheap,rj,lubes comida caseira brasileira cheap rj
d'lemos,lanches,cheapest,rj,d lemos lanches cheapest rj
sabor à baiana,salgados,cheap,rj,sabor a baiana salgados cheap rj
mi sushi,japonesa,cheap,rj,mi sushi japonesa cheap rj
pizzaria junior,pizza,cheap,rj,pizzaria junior pizza cheap rj
san's burger,lanches,cheapest,rj,san s burger lanches cheapest rj
espetinho do zé,brasileira,cheapest,rj,espetinho do ze brasileira cheapest rj
nutritiva loja e bistrô,brasileira,cheapest,rj,nutritiva loja e bistro brasileira cheapest rj
taberna do peixe,peixes,most_expensive,rj,taberna do peixe peixes most expensive rj
file carioca,brasileira,cheapest,rj,file carioca brasileira cheapest rj
bravos pizzaria,pizza,expensive,rj,bravos pizzaria pizza expensive rj
o tioback churrascaria,brasileira,moderate,rj,o tioback churrascaria brasileira moderate rj
pizza real,pizza,moderate,rj,pizza real pizza moderate rj
bourbon gourmet,brasileira,cheapest,rj,bourbon gourmet brasileira cheapest rj
universo das pizzas,pizza,moderate,rj,universo das pizzas pizza moderate rj
pizzaria renascer,pizza,expensive,rj,pizzaria renascer pizza expensive rj
pastelaria mania,lanches,cheapest,rj,pastelaria mania lanches cheapest rj
pizzaria familia zarb ( pizza),pizza,cheap,rj,pizzaria familia zarb pizza pizza cheap rj
tempero gourmet,brasileira,cheapest,rj,tempero gourmet brasileira cheapest rj
pizzaria do kareca,pizza,cheap,rj,pizzaria do kareca pizza cheap rj
albatroz steak hamburguer artesanal,hambúrguer,cheapest,rj,albatroz steak hamburguer artesanal hamburguer cheapest rj
quentinhas garfo e faca,brasileira,cheap,rj,quentinhas garfo e faca brasileira cheap rj
aj hamburgueria e pizzaria,lanches,cheapest,rj,aj hamburgueria e pizzaria lanches cheapest rj
radar lanches,lanches,cheapest,rj,radar lanches lanches cheapest rj
açaí 319,açaí,cheapest,rj,acai 319 acai cheapest rj
segredos da vilma - barro vermelho,mercado,cheapest,rj,segredos da vilma barro vermelho mercado cheapest rj
d'line delivery,marmita,cheapest,rj,d line delivery marmita cheapest rj
tanto faz,pizza,moderate,rj,tanto faz pizza moderate rj
sakey sushi,japonesa,most_expensive,rj,sakey sushi japonesa most expensive rj
gigalanches,lanches,cheap,rj,gigalanches lanches cheap rj
planalto das pizzas,pizza,moderate,rj,planalto das pizzas pizza moderate rj
hakim - são gonçalo🍦🍟🍕,árabe,cheapest,rj,hakim sao goncalo arabe cheapest rj
pizza's luis,pizza,moderate,rj,pizza s luis pizza moderate rj
point das esfihas,árabe,moderate,rj,point das esfihas arabe moderate rj
pasterazzo ( monte seu pastel ),pastel,cheap,rj,pasterazzo monte seu pastel pastel cheap rj
esplendor pizzas,lanches,cheapest,rj,esplendor pizzas lanches cheapest rj
point jovem ideal,pizza,moderate,rj,point jovem ideal pizza moderate rj
dom pepe,pizza,cheap,rj,dom pepe pizza cheap rj
luiz claudio lanches,lanches,cheapest,rj,luiz claudio lanches lanches cheapest rj
churrasquinho do txutxucão,carnes,cheap,rj,churrasquinho do txutxucao carnes cheap rj
churrascos carioca,brasileira,cheap,rj,churrascos carioca brasileira cheap rj
spoletinho,italiana,cheapest,rj,spoletinho italiana cheapest rj
pindoba's lanches,lanches,cheap,rj,pindoba s lanches lanches cheap rj
dindin delícias,variada,cheapest,rj,dindin delicias variada cheapest rj
delícias & cia doces artesanais,doces & bolos,cheapest,rj,delicias cia doces artesanais doces bolos cheapest rj
hamburgueria devi,lanches,cheapest,rj,hamburgueria devi lanches cheapest rj
top frangos,brasileira,cheapest,rj,top frangos brasileira cheapest rj
zodiac’s pub,lanches,cheapest,rj,zodiacs pub lanches cheapest rj
klein delicius,açaí,cheapest,rj,klein delicius acai cheapest rj
#salgados,salgados,cheapest,rj,salgados salgados cheapest rj
delivery da eli,brasileira,cheapest,rj,delivery da eli brasileira cheapest rj
churrascaria.com,carnes,moderate,rj,churrascaria com carnes moderate rj
meninas de tranças,mercado,cheapest,rj,meninas de trancas mercado cheapest rj
grão de mostarda,brasileira,cheapest,rj,grao de mostarda brasileira cheapest rj
pizzaria espaço gourmet,pizza,cheapest,rj,pizzaria espaco gourmet pizza cheapest rj
carone pizzas,lanches,cheapest,rj,carone pizzas lanches cheapest rj
armazém da sol,lanches,cheapest,rj,armazem da sol lanches cheapest rj
leke lanches -,lanches,cheapest,rj,leke lanches lanches cheapest rj
squad burgers,lanches,cheapest,rj,squad burgers lanches cheapest rj
bellajoe restaurante e cafeteria gourmet,pizza,cheapest,rj,bellajoe restaurante e cafeteria gourmet pizza cheapest rj
marmita social,brasileira,cheapest,rj,marmita social brasileira cheapest rj
yakisoba da tia rita,variada,cheapest,rj,yakisoba da tia rita variada cheapest rj
andre pizzas,pizza,cheapest,rj,andre pizzas pizza cheapest rj
lanches d`hora,lanches,cheapest,rj,lanches d hora lanches cheapest rj
alho poró,marmita,cheapest,rj,alho poro marmita cheapest rj
moto combo,bebidas,cheapest,rj,moto combo bebidas cheapest rj
pizzaria lumière,pizza,cheapest,rj,pizzaria lumiere pizza cheapest rj
heroes burguer,lanches,cheapest,rj,heroes burguer lanches cheapest rj
happy snack,brasileira,cheapest,rj,happy snack brasileira cheapest rj
kauany pizzaria,brasileira,cheapest,rj,kauany pizzaria brasileira cheapest rj
mila e jaja doces gourmet,doces & bolos,cheapest,rj,mila e jaja doces gourmet doces bolos cheapest rj
combo's burguers,lanches,cheapest,rj,combo s burguers lanches cheapest rj
labareda lanches,lanches,cheapest,rj,labareda lanches lanches cheapest rj
super burger & cia,lanches,cheapest,rj,super burger cia lanches cheapest rj
delícias da pretinha,lanches,cheapest,rj,delicias da pretinha lanches cheapest rj
surreal gourmet,doces & bolos,cheapest,rj,surreal gourmet doces bolos cheapest rj
doceteria guimarães,doces & bolos,cheapest,rj,doceteria guimaraes doces bolos cheapest rj
delivery da lalá,lanches,cheapest,rj,delivery da lala lanches cheapest rj
trufasdoandre,doces & bolos,cheapest,rj,trufasdoandre doces bolos cheapest rj
amor e farinha,mercado,cheapest,rj,amor e farinha mercado cheapest rj
fefe cakes,doces & bolos,cheapest,rj,fefe cakes doces bolos cheapest rj
fábio's burgs,lanches,cheapest,rj,fabio s burgs lanches cheapest rj
na vibe pizzaria,pizza,cheapest,rj,na vibe pizzaria pizza cheapest rj
restaurante preserve,saudável,cheapest,rj,restaurante preserve saudavel cheapest rj
maradona lanches,lanches,cheapest,rj,maradona lanches lanches cheapest rj
nado lanches,lanches,cheap,rj,nado lanches lanches cheap rj
igor lanches,lanches,cheap,rj,igor lanches lanches cheap rj
estação das massas & cia,brasileira,cheapest,rj,estacao das massas cia brasileira cheapest rj
top house pizzaria,pizza,moderate,rj,top house pizzaria pizza moderate rj
tapioca fit,lanches,cheapest,rj,tapioca fit lanches cheapest rj
espeto real,carnes,cheapest,rj,espeto real carnes cheapest rj
j j refeições,brasileira,moderate,rj,j j refeicoes brasileira moderate rj
kissimee pizzaria,pizza,expensive,rj,kissimee pizzaria pizza expensive rj
top burguer delivery sg,lanches,cheapest,rj,top burguer delivery sg lanches cheapest rj
senhorita steakgourmet,brasileira,moderate,rj,senhorita steakgourmet brasileira moderate rj
hashi gourmet,japonesa,moderate,rj,hashi gourmet japonesa moderate rj
rei's,lanches,cheap,rj,rei s lanches cheap rj
quentinhas nota 10,brasileira,cheapest,rj,quentinhas nota 10 brasileira cheapest rj
pipoka lanches,lanches,cheap,rj,pipoka lanches lanches cheap rj
mercadinho e hortifruti do bairro,brasileira,moderate,rj,mercadinho e hortifruti do bairro brasileira moderate rj
churrasquinho do gordinho,brasileira,cheapest,rj,churrasquinho do gordinho brasileira cheapest rj
restaurante cafe do moco,brasileira,cheapest,rj,restaurante cafe do moco brasileira cheapest rj
a fome não para ( lanches e petiscos ),lanches,cheapest,rj,a fome nao para lanches e petiscos lanches cheapest rj
rimes massas artesanais,lanches,cheapest,rj,rimes massas artesanais lanches cheapest rj
la casa de lanches,lanches,cheapest,rj,la casa de lanches lanches cheapest rj
meu açaí,brasileira,cheapest,rj,meu acai brasileira cheapest rj
refeições congeladas entregas 24 a 36 hr,saudável,cheapest,rj,refeicoes congeladas entregas 24 a 36 hr saudavel cheapest rj
cozinha da diih,brasileira,cheapest,rj,cozinha da diih brasileira cheapest rj
lanches rush,lanches,cheapest,rj,lanches rush lanches cheapest rj
cristyan lanches,brasileira,cheapest,rj,cristyan lanches brasileira cheapest rj
topburger,lanches,cheapest,rj,topburger lanches cheapest rj
